PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
C	Sun, MG; Pon, LS; Scheuer, ML; Sclabassi, RJ		Szu, HH; Vetterli, M; Campbell, WJ; Buss, JR		Sun, MG; Pon, LS; Scheuer, ML; Sclabassi, RJ			Application of time-frequency and wavelet analysis to the diagnosis of epilepsy	WAVELET APPLICATIONS VII	PROCEEDINGS OF THE SOCIETY OF PHOTO-OPTICAL INSTRUMENTATION ENGINEERS (SPIE)		English	Proceedings Paper	Conference on Wavelet Applications VII	APR 26-28, 2000	ORLANDO, FL	SPIE		biological signal processing; biomedical application; brain; electroencephalography; epilepsy; time-frequency distribution; seizures; wavelet transform	FUTURE; PAST; EEG	Wavelet transforms and time-frequency distributions are powerful techniques for analysis of nonstationary biomedical signals. This paper investigates three applications of these techniques to multichannel electroencephalography (EEG) for the diagnosis of epilepsy. Wavelet transforms are utilized to detect the onset of seizures at different sites of subdural electrodes, and to extract spike patterns from EEG data recorded from the scalp, Time-frequency distributions are applied to characterize the early activity of seizures.	Univ Pittsburgh, Dept Neurol Surg, Lab Computat Neurosci, Pittsburgh, PA 15260 USA		Sun, MG (corresponding author), Univ Pittsburgh, Dept Neurol Surg, Lab Computat Neurosci, Pittsburgh, PA 15260 USA.								13	1	1	2	3	SPIE-INT SOC OPTICAL ENGINEERING	BELLINGHAM	1000 20TH ST, PO BOX 10, BELLINGHAM, WA 98227-0010 USA	0277-786X		0-8194-3682-8	P SOC PHOTO-OPT INS			2000	4056						210	219		10.1117/12.381682	http://dx.doi.org/10.1117/12.381682			10	Engineering, Electrical & Electronic; Optics	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering; Optics	BQ40G					2022-08-02	WOS:000088256200018
J	Cranstoun, SD; Ombao, HC; von Sachs, R; Guo, WS; Litt, B				Cranstoun, SD; Ombao, HC; von Sachs, R; Guo, WS; Litt, B			Time-frequency spectral estimation of multichannel EEG using the auto-SLEX method	IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING			English	Article						electroencephalography; spectral analysis; stochastic processes; time-frequency analysis	EPILEPTIC SEIZURES; ANTICIPATION; RECORDINGS; SERIES	In this paper, we apply a new time-frequency spectral estimation method for multichannel data to epileptiform electroencephalography (EEG). The method is based on the smooth localized complex exponentials (SLEX) functions which are time-frequency localized versions of the Fourier functions and, hence, are ideal for analyzing nonstationary signals whose spectral properties evolve over time. The SLEX functions are simultaneously orthogonal and localized in time and frequency because they are obtained by applying a projection operator rather than a window or taper. In this paper, we present the Auto-SLEX method which is a statistical method that 1) computes the periodogram using the SLEX transform, 2) automatically segments the signal into approximately stationary segments using an objective criterion that is based on log energy, and 3) automatically selects the optimal bandwidth of the spectral smoothing window. The method is applied to the intracranial EEG from a patient with temporal lobe epilepsy. This analysis reveals a reduction in average duration of stationarity in preseizure epochs of data compared to baseline. These changes begin up to hours prior to electrical seizure onset in this patient.	Univ Penn, Dept Bioengn, Philadelphia, PA 19104 USA; Univ Pittsburgh, Dept Stat, Pittsburgh, PA 15260 USA; Univ Pittsburgh, Dept Psychiat, Pittsburgh, PA 15260 USA; Univ Catholique Louvain, Inst Stat, B-1348 Louvain, Belgium; Univ Penn, Dept Biostat, Philadelphia, PA 19104 USA; Univ Penn, Dept Neurol, Philadelphia, PA 19104 USA		Cranstoun, SD (corresponding author), Univ Penn, Dept Bioengn, 3320 Smith Walk,Suite 120, Philadelphia, PA 19104 USA.				NATIONAL CANCER INSTITUTE [R01CA084438] Funding Source: NIH RePORTER; NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES [T32GM007517] Funding Source: NIH RePORTER; NATIONAL INSTITUTE OF MENTAL HEALTH [R01MH062298] Funding Source: NIH RePORTER; NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE [R01NS041811] Funding Source: NIH RePORTER; NCI NIH HHS [R01CA84438] Funding Source: Medline; NIGMS NIH HHS [T32-GM07517] Funding Source: Medline; NIMH NIH HHS [NIMH 30195, NIMH62298] Funding Source: Medline; NINDS NIH HHS [R01NS041811-01] Funding Source: Medline; OMHHE CDC HHS [R01MN062298-02] Funding Source: Medline	NATIONAL CANCER INSTITUTE(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Cancer Institute (NCI)); NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of General Medical Sciences (NIGMS)); NATIONAL INSTITUTE OF MENTAL HEALTH(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Mental Health (NIMH)); NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Neurological Disorders & Stroke (NINDS)); NCI NIH HHS(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Cancer Institute (NCI)); NIGMS NIH HHS(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of General Medical Sciences (NIGMS)); NIMH NIH HHS(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Mental Health (NIMH)); NINDS NIH HHS(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Neurological Disorders & Stroke (NINDS)); OMHHE CDC HHS			17	30	30	0	0	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017-2394 USA	0018-9294			IEEE T BIO-MED ENG	IEEE Trans. Biomed. Eng.	SEP	2002	49	9					988	996		10.1109/TBME.2002.802015	http://dx.doi.org/10.1109/TBME.2002.802015			9	Engineering, Biomedical	Science Citation Index Expanded (SCI-EXPANDED)	Engineering	587KR	12214888				2022-08-02	WOS:000177640000007
J	Cacace, AT; McFarland, DJ				Cacace, AT; McFarland, DJ			Spectral dynamics of electroencephalographic activity during auditory information processing	HEARING RESEARCH			English	Article; Proceedings Paper	International Evoked Response Audiometry Study Group Meeting	JUL, 2001	VANCOUVER, CANADA			electroencephalography; event-related synchronization; event-related desynchronization; event-related brain dynamics; spectral analysis; time domain analysis; psychophysics	EVENT-RELATED DESYNCHRONIZATION; POTENTIALS; SYNCHRONIZATION; RESPONSES; ALPHA; GAMMA; THETA; P300; OSCILLATIONS; MOVEMENT	Dynamics of electroencephalographic (EEG) activity during auditory information processing were evaluated in response to changes in stimulus complexity, stimulus discriminability and attention using the oddball paradigm. In comparison to pre-stimulus baseline conditions, auditory stimulation synchronized EEG activity in delta, theta and alpha frequency bands. Event-related synchronization (ERS) effects were greatest at approximately 3 Hz (theta frequency band), and their magnitude depended on stimulus and task demands. Event-related desynchronization (ERD) of EEG activity was observed in the beta frequency band. This effect was greatest at approximately 21 Hz but occurred only for easily discriminable stimuli inattention-related target conditions. Because active discrimination tasks also required a button-press response with the right hand, ERDs involved more complex responses that may be related to a combination of perceptual, motor and cognitive processes. These results demonstrate that oddball and attention-related EEG responses to auditory stimulation could be characterized in the frequency domain. The specific design and analysis features described herein may prove useful since they provide a simple index of the brain's response to stimulation while at the same time provide powerful information not contained in typical time domain analysis. (C) 2002 Elsevier Science B.V. All rights reserved.	Albany Med Coll, Dept Surg, Div Otolaryngol, Albany, NY 12208 USA; New York State Dept Hlth, Wadsworth Ctr, Albany, NY 12201 USA		Cacace, AT (corresponding author), Albany Med Coll, Dept Surg, Div Otolaryngol, 47 New Scotland Ave, Albany, NY 12208 USA.	cacacea@mail.amc.edu							48	30	31	0	6	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0378-5955	1878-5891		HEARING RES	Hear. Res.	FEB	2003	176	1-2					25	41		10.1016/S0378-5955(02)00715-3	http://dx.doi.org/10.1016/S0378-5955(02)00715-3			17	Audiology & Speech-Language Pathology; Neurosciences; Otorhinolaryngology	Science Citation Index Expanded (SCI-EXPANDED); Conference Proceedings Citation Index - Science (CPCI-S)	Audiology & Speech-Language Pathology; Neurosciences & Neurology; Otorhinolaryngology	645QX	12583879				2022-08-02	WOS:000180990800004
J	Yordanova, J; Kolev, V; Rosso, OA; Schurmann, M; Sakowitz, OW; Ozgoren, M; Basar, E				Yordanova, J; Kolev, V; Rosso, OA; Schurmann, M; Sakowitz, OW; Ozgoren, M; Basar, E			Wavelet entropy analysis of event-related potentials indicates modality-independent theta dominance	JOURNAL OF NEUROSCIENCE METHODS			English	Article						event-related potentials (ERPs); bimodal stimulation; time-frequency analysis; entropy; EEG	TIME-FREQUENCY ANALYSIS; MULTIPLE FUNCTIONAL COMPONENTS; BRAIN OSCILLATIONS; DEVELOPMENTAL-CHANGES; EVOKED-POTENTIALS; EEG; ALPHA; MEMORY; RESPONSES; DESYNCHRONIZATION	Sensory/cognitive stimulation elicits multiple electroencephalogram (EEG) -oscillations that may be partly or fully overlapping over the time axis. To evaluate co-existent multi-frequency oscillations, EEG responses to unimodal (auditory or visual) and bimodal (combined auditory and visual) stimuli were analyzed by applying a new method called wavelet entropy (WE). The method is based on the wavelet transform (WT) and quantifies entropy of short segments of the event-related brain potentials (ERPs). For each modality, a significant transient decrease of WE emerged in the post-stimulus EEG epoch indicating a highly-ordered state in the ERP. WE minimum was always determined by a prominent dominance of theta (4-8 Hz) ERP components over other frequency bands. Event-related 'transition to order' was most pronounced and stable at anterior electrodes, and after bimodal stimulation. Being consistently observed across different modalities, a transient theta-dominated state may reflect a processing stage that is obligatory for stimulus evaluation, during which interfering activations from other frequency networks are minimized. (C) 2002 Published by Elsevier Science B.V.	Bulgarian Acad Sci, Inst Physiol, BU-1113 Sofia, Bulgaria; Univ Buenos Aires, Fac Ciencias Exactas & Nat, Inst Calculo, RA-1428 Buenos Aires, DF, Argentina; Med Univ Lubeck, Inst Physiol, D-23538 Lubeck, Germany; Humboldt Univ, Charite, Dept Neurosurg, D-13353 Berlin, Germany; Dokuz Eylul Univ, Sch Med, Dept Biophys, Izmir, Turkey; Brain Dynam Multidisciplinary Res Network, Ankara, Turkey		Yordanova, J (corresponding author), Bulgarian Acad Sci, Inst Physiol, Acad G Bonchev Str,Bl 23, BU-1113 Sofia, Bulgaria.	jyord@iph.bio.bas.bg	Rosso, Osvaldo/O-4929-2019; Yordanova, Juliana/I-4690-2014; Rosso, Osvaldo A/B-7275-2013; ÖZGÖREN, MURAT/AAI-2149-2021; Ozgoren, Murat/Q-1891-2019; Kolev, Vasil/B-4595-2008	Rosso, Osvaldo/0000-0002-1288-2528; Yordanova, Juliana/0000-0003-4500-1122; Rosso, Osvaldo A/0000-0002-1288-2528; ÖZGÖREN, MURAT/0000-0002-7984-2571; Kolev, Vasil/0000-0002-2694-2149; Sakowitz, Oliver/0000-0003-3248-6335					53	99	107	1	10	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0165-0270	1872-678X		J NEUROSCI METH	J. Neurosci. Methods	MAY 30	2002	117	1					99	109	PII S0165-0270(02)00095-X	10.1016/S0165-0270(02)00095-X	http://dx.doi.org/10.1016/S0165-0270(02)00095-X			11	Biochemical Research Methods; Neurosciences	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Biochemistry & Molecular Biology; Neurosciences & Neurology	574ZW	12084569				2022-08-02	WOS:000176921700011
J	Kolev, V; Yordanova, J				Kolev, V; Yordanova, J			The position of event-related EEG activity in the local/global theory	BEHAVIORAL AND BRAIN SCIENCES			English	Editorial Material							TIME-FREQUENCY ANALYSIS; ALPHA-OSCILLATIONS; POTENTIALS; P300; BAND; NETWORKS; BRAIN; TASK	The theory of local/global neocortical EEG dynamics responds to newly emerging conceptualizations in neuroscience; An extended application of the model to event-related EEG activity composed of distinctive global and local functional epochs with presumably different timing is proposed.	Bulgarian Acad Sci, Inst Physiol, BU-1113 Sofia, Bulgaria		Kolev, V (corresponding author), Bulgarian Acad Sci, Inst Physiol, BU-1113 Sofia, Bulgaria.		Yordanova, Juliana/I-4690-2014; Kolev, Vasil/B-4595-2008	Yordanova, Juliana/0000-0003-4500-1122; Kolev, Vasil/0000-0002-2694-2149					31	1	1	0	0	CAMBRIDGE UNIV PRESS	NEW YORK	40 WEST 20TH STREET, NEW YORK, NY 10011-4211 USA	0140-525X			BEHAV BRAIN SCI	Behav. Brain Sci.	JUN	2000	23	3					407	+		10.1017/S0140525X00303259	http://dx.doi.org/10.1017/S0140525X00303259			7	Psychology, Biological; Behavioral Sciences; Neurosciences	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Psychology; Behavioral Sciences; Neurosciences & Neurology	393MB					2022-08-02	WOS:000166471500043
J	Yordanova, J; Rosso, OA; Kolev, V				Yordanova, J; Rosso, OA; Kolev, V			A transient dominance of theta event-related brain potential component characterizes stimulus processing in an auditory oddball task	CLINICAL NEUROPHYSIOLOGY			English	Article						event-related brain potentials; time-frequency analysis; entropy; multi-frequency oscillations; electroencephalography; brain microstates	TIME-FREQUENCY ANALYSIS; MULTIPLE FUNCTIONAL COMPONENTS; WAVELET ENTROPY; DEVELOPMENTAL-CHANGES; ALPHA OSCILLATIONS; EEG ALPHA; MEMORY; P300; INFORMATION; GAMMA	Objective: Following external stimulation, electroencephalographic (EEG) responses from different frequency bands occur simultaneously, but little is known about whether and how concurrent multi-frequency responses depend on each other during stimulus information processing. The present study assessed the effects of task stimulus relevance on locally co-existent time-frequency components of event-related brain potentials (ERPs). Methods: The wavelet entropy (WE) of ERPs was used as an analytical tool because low entropy values correspond to a narrow-band (mono-frequency) activity characterizing highly ordered (regularized) bioelectric states. The minimum of WE in the ERPs (WEmin) was identified to reflect a transient dominance of one particular frequency ERP component over other frequency components. In an auditory oddball condition, effects of stimulus relevance were analyzed for the timing, rate of decrease, and frequency determinants of WEmin in 10 subjects. Results: Major results demonstrate that a highly ordered EEG microstate emerged in response to both target and non-target stimuli, as evidenced by the substantial decrement of ERP entropy. This microstate (1) was short lasting as indexed by the transitory entropy decrease, (2) had a functionally specific time-localization as reflected by stimulus and electrode effects on WEmin latency, and (3) for both stimulus types was determined by a pronounced dominance of locally synchronized theta (4-8 Hz) oscillations. Conclusions: These results reveal a new neuroelectric correlate of stimulus processing and suggest that a theta-dominated microstate in the ERP may reflect a basic processing stage of stimulus evaluation, during which interfering activations from other frequency networks are minimized. Significance: In the framework of event-related brain dynamics, this study provides evidence that during stimulus processing, there is an interaction of locally co-existent multiple frequency ERP components. It is characterized by a transitory dominance of synchronized theta oscillations over other frequency ERP components emerging irrespective of stimulus task relevance and frequency ERP content, which may reflect basic processing mechanisms. (C) 2003 Elsevier Science Ireland Ltd. All rights reserved.	Univ Buenos Aires, Fac Ciencias Exactas & Nat, Inst Calculo, RA-1428 Buenos Aires, DF, Argentina; Bulgarian Acad Sci, Inst Physiol, BU-1113 Sofia, Bulgaria		Rosso, OA (corresponding author), Univ Buenos Aires, Fac Ciencias Exactas & Nat, Inst Calculo, Pabellon 2,Ciudad Univ, RA-1428 Buenos Aires, DF, Argentina.	rosso@ulises.ic.fcen.uba.ar	Kolev, Vasil/B-4595-2008; Rosso, Osvaldo A/B-7275-2013; Yordanova, Juliana/I-4690-2014; Rosso, Osvaldo/O-4929-2019	Kolev, Vasil/0000-0002-2694-2149; Rosso, Osvaldo A/0000-0002-1288-2528; Yordanova, Juliana/0000-0003-4500-1122; Rosso, Osvaldo/0000-0002-1288-2528					56	34	36	0	7	ELSEVIER IRELAND LTD	CLARE	ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, 00000, IRELAND	1388-2457	1872-8952		CLIN NEUROPHYSIOL	Clin. Neurophysiol.	MAR	2003	114	3					529	540		10.1016/S1388-2457(02)00415-7	http://dx.doi.org/10.1016/S1388-2457(02)00415-7			12	Clinical Neurology; Neurosciences	Science Citation Index Expanded (SCI-EXPANDED)	Neurosciences & Neurology	652PN	12705433				2022-08-02	WOS:000181387700014
C	Sun, LS			EMIS; EMIS	Sun, LS			Time-varying filtering of signal and its applications based on wavelet packets analysis	ICEMI'2003: PROCEEDINGS OF THE SIXTH INTERNATIONAL CONFERENCE ON ELECTRONIC MEASUREMENT & INSTRUMENTS, VOLS 1-3			English	Proceedings Paper	6th International Conference on Electronic Measurement and Instruments	AUG 18-21, 2003	TAIYUAN, PEOPLES R CHINA	GIS, CIE, IEEE, CNNSF		wavelet; EEG; nonstationarity	EEG	Wavelet transform is a new two dimensional time-scale processing method for nonstationary signals, providing the instantaneous information on frequency and time location of the signal characteristics. In practical medical measurements and analysis, the detection of transient time-varying electroencephalography (EEG) is quite important for further understanding the brain function. In order to classy different kinds of non-stationary EEG rhythms, wavelet packet analysis is used for designing sub-band filters with specified band-passed characteristics. Four kinds of wavelet packet decomposition using optimal wavelet are employed to investigate the nonstationarity of the signals. Several real signals are analyzed and compared to indicate that the non-stationary EEG signals can be classified by using wavelet packet decomposition.	Shantou Univ, Dept Elect Engn, Guangdong 515063, Peoples R China		Sun, LS (corresponding author), Shantou Univ, Dept Elect Engn, Guangdong 515063, Peoples R China.								8	0	0	0	0	CHINESE INSTITUTE ELECTRONICS	HARBIN	HARBIN INSTITUTE TECHNOLOGY NO. 92, WEST DA-ZHI STREET, HEILONGJIANG, HARBIN 150001, PEOPLES R CHINA							2003							1404	1407						4	Computer Science, Artificial Intelligence; Engineering, Electrical & Electronic; Instruments & Instrumentation	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science; Engineering; Instruments & Instrumentation	BX80T					2022-08-02	WOS:000186493600322
J	Kolev, V; Rosso, OA; Yordanova, J				Kolev, V; Rosso, OA; Yordanova, J			A transient dominance of theta ERP component characterizes passive auditory processing: evidence from a developmental study	NEUROREPORT			English	Article						children; event-related potentials (ERPs); signal entropy; theta response; time-frequency analysis; wavelet analysis	SINGLE-SWEEP ANALYSIS; RESPONSE SYSTEM; VISUAL-STIMULI; EEG; FREQUENCY; CHILDREN; P300; OSCILLATIONS; POWER; BAND	This study analyzed relationships among co-existent EEG frequency responses during passive auditory stimulus processing. By applying quantifiers based on wavelet entropy, it is demonstrated that a short-lasting ordering of the complex post-stimulus EEG signal occurs as a result of a transient synchronization in the theta frequency channel. Further, by using a developmental model it is shown that, independently of the frequency content of the background EEG and ERPs, a highly-ordered microstate in the ERP is always determined by theta frequency. Thus, transient dominance of synchronized theta oscillations may reflect an important functional mechanism subserving stimulus information processing. NeuroReport 12:2791-2796 (C0 2001 Lippincott Williams & Wilkins.	Bulgarian Acad Sci, Inst Physiol, BU-1113 Sofia, Bulgaria; Univ Buenos Aires, Fac Ciencias Exactas & Nat, Inst Calculo, RA-1428 Buenos Aires, DF, Argentina		Yordanova, J (corresponding author), Bulgarian Acad Sci, Inst Physiol, Acad G Bonchev Str,Bl 23, BU-1113 Sofia, Bulgaria.		Rosso, Osvaldo A/B-7275-2013; Yordanova, Juliana/I-4690-2014; Kolev, Vasil/B-4595-2008; Rosso, Osvaldo/O-4929-2019	Rosso, Osvaldo A/0000-0002-1288-2528; Yordanova, Juliana/0000-0003-4500-1122; Kolev, Vasil/0000-0002-2694-2149; Rosso, Osvaldo/0000-0002-1288-2528					24	15	15	0	0	LIPPINCOTT WILLIAMS & WILKINS	PHILADELPHIA	530 WALNUT ST, PHILADELPHIA, PA 19106-3621 USA	0959-4965			NEUROREPORT	Neuroreport	SEP 17	2001	12	13					2791	2796		10.1097/00001756-200109170-00008	http://dx.doi.org/10.1097/00001756-200109170-00008			6	Neurosciences	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Neurosciences & Neurology	475JX	11588578				2022-08-02	WOS:000171161700003
J	Shen, M; Sun, L; Chan, FHY				Shen, M; Sun, L; Chan, FHY			Method for extracting time-varying rhythms of electroencephalography via wavelet packet analysis	IEE PROCEEDINGS-SCIENCE MEASUREMENT AND TECHNOLOGY			English	Article							EEG	A method is proposed for detecting time-varying rhythms of nonstationary electroencephalograms (EEG). Multi-resolution decomposition is used to investigate the transition of clinical EEG signals. Wavelet packet transformation is applied to design the filters with different frequency characteristics in order to extract different kinds of dynamic EEG rhythms. Several actual EEG signals with different brain function states are tested and analysed. The parameters of the wavelet packet transform corresponding to the rhythms are developed to reconstruct the time-varying electrical brain activity mapping. From the experimental results, the dynamic characteristics of clinical bl ain electrical activities can be demonstrated by using wavelet packet decomposition. The presented method can be used for the analysis of other biomedical signals.	Univ Hong Kong, Dept Elect & Elect Engn, Hong Kong, Hong Kong, Peoples R China		Shen, M (corresponding author), Shantou Univ, Sci Res Dept, Guangdong 515063, Peoples R China.								14	19	24	1	4	IEE-INST ELEC ENG	HERTFORD	MICHAEL FARADAY HOUSE SIX HILLS WAY STEVENAGE, HERTFORD SG1 2AY, ENGLAND	1350-2344			IEE P-SCI MEAS TECH	IEE Proc.-Sci. Meas. Technol.	JAN	2001	148	1					23	27		10.1049/ip-smt:20010107	http://dx.doi.org/10.1049/ip-smt:20010107			5	Engineering, Electrical & Electronic	Science Citation Index Expanded (SCI-EXPANDED)	Engineering	406JY					2022-08-02	WOS:000167213500004
J	Senhadji, L; Wendling, F				Senhadji, L; Wendling, F			Epileptic transient detection: wavelets and time-frequency approaches	NEUROPHYSIOLOGIE CLINIQUE-CLINICAL NEUROPHYSIOLOGY			English	Article						time-scale; wavelets; time-frequency; transient detection; signature recognition; nonstationary signals; EEG; epileptic transient; epilepsy	TEMPORAL-LOBE EPILEPSY; SEIZURE DETECTION; SPIKE DETECTION; EEG PATTERNS; SIGNATURES; SIGNALS; ELECTROENCEPHALOGRAPHY; REPRESENTATION; DECOMPOSITION; LOCALIZATION	This paper is aimed at presenting the two main classes of nonstationary signal transforms that are currently used to analyze and to characterize EEG observations. Time-scale methods, or wavelet transforms, allow a time versus duration analysis to be performed whereas time-frequency methods allow spectral contents to be analyzed as a function of time. These two types of transform are well suited to the study of changes either localized or progressive that may be observed in EEG signal dynamics and that sign the evolution of underlying physiological mechanisms. The potential interest of these methods in nonstationary signal representation is illustrated through several academic examples. Then, methods are applied on real EEG signals to solve problems such that the detection of interictal transient signals (like spikes or spike-waves) and the recognition of signatures during ictal periods. (C) 2002 Editions scientifiques et medicales Elsevier SAS.	Univ Rennes 1, INSERM, EM 9934, Lab Traitement Signal & Image, F-35042 Rennes, France		Senhadji, L (corresponding author), Univ Rennes 1, INSERM, EM 9934, Lab Traitement Signal & Image, F-35042 Rennes, France.	Lotfi.Senhadji@univ-rennes1.fr	Senhadji, Lotfi/E-5903-2013; WENDLING, Fabrice/P-9574-2019; Wendling, Fabrice/F-8924-2013	Senhadji, Lotfi/0000-0001-9434-6341; WENDLING, Fabrice/0000-0003-2428-9665; 					67	65	70	2	9	ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER	ISSY-LES-MOULINEAUX	65 RUE CAMILLE DESMOULINS, CS50083, 92442 ISSY-LES-MOULINEAUX, FRANCE	0987-7053	1769-7131		NEUROPHYSIOL CLIN	Neurophysiol. Clin.-Clin. Neurophysiol.	JUN	2002	32	3					175	192	UNSP S0987705302003040/FLA	10.1016/S0987-7053(02)00304-0	http://dx.doi.org/10.1016/S0987-7053(02)00304-0			18	Clinical Neurology; Neurosciences; Physiology	Science Citation Index Expanded (SCI-EXPANDED)	Neurosciences & Neurology; Physiology	578NW	12162183	Green Submitted			2022-08-02	WOS:000177125400004
J	Rosso, OA; Martin, MT; Plastino, A				Rosso, OA; Martin, MT; Plastino, A			Brain electrical activity analysis using wavelet-based informational tools	PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS			English	Article						EEG; epileptic seizures; time-frequency signal analysis; wavelet analysis; signal entropy	TSALLIS ENTROPY; EEG SIGNALS; DYNAMICS; THERMODYNAMICS; TRANSFORM; THEOREM; SERIES; CHAOS	The traditional way of analyzing brain electrical activity, on the basis of Electroencephalography (EEG) records, relies mainly on visual inspection and years of training. Although it is quite useful, of course, one has to acknowledge its subjective nature that hardly allows for a systematic protocol. In order to overcome this undesirable feature, a quantitative EEG analysis has been developed over the years that introduces objective measures, reflecting not only the characteristics of the brain activity itself but also giving clues conceming the underlying associated neural dynamics. The processing of information by the brain is reflected in dynamical changes of the electrical activity in (i) time, (ii) frequency, and (iii) space. Therefore, the concomitant studies require methods capable of describing the qualitative variation of the signal in both time and frequency. In the present work we introduce new information tools based on the wavelet transform for the assessment of EEG data as adapted to a non-extensive scenario. (C) 2002 Elsevier Science B.V. All rights reserved.	Univ Buenos Aires, Inst Calculo, Fac Ciencias Exactas & Nat, RA-1428 Buenos Aires, DF, Argentina; Natl Univ La Plata, Inst Fis, RA-1900 La Plata, Argentina; Consejo Nacl Invest Cient & Tecn, Argentinas Natl Res Council, RA-1900 La Plata, Argentina		Rosso, OA (corresponding author), Univ Buenos Aires, Inst Calculo, Fac Ciencias Exactas & Nat, Pabellon 2,Ciudad Univ, RA-1428 Buenos Aires, DF, Argentina.	rosso@ic.fcen.uba.ar; mtmartin@venus.unlp.edu.ar; plastino@venus.unlp.edu.ar	Rosso, Osvaldo A/B-7275-2013; Rosso, Osvaldo/O-4929-2019; Plastino, Angelo/I-5775-2019	Rosso, Osvaldo A/0000-0002-1288-2528; Rosso, Osvaldo/0000-0002-1288-2528; 					62	78	84	1	8	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0378-4371	1873-2119		PHYSICA A	Physica A	OCT 15	2002	313	3-4					587	608	PII S0378-4371(02)00958-5	10.1016/S0378-4371(02)00958-5	http://dx.doi.org/10.1016/S0378-4371(02)00958-5			22	Physics, Multidisciplinary	Science Citation Index Expanded (SCI-EXPANDED)	Physics	617JF					2022-08-02	WOS:000179358000024
