PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Rosales-Rodriguez, S; Saletu, B; Anderer, P; Ludvik, B; Saletu-Zyhlarz, GM				Rosales-Rodriguez, S.; Saletu, B.; Anderer, P.; Ludvik, B.; Saletu-Zyhlarz, G. M.			QUANTITATIVE ELECTROPHYSIOLOGY DURING NIGHT- AND DAYTIME INCLUDING ELECTROENCEPHALOGRAPHY AND EVENT-RELATED POTENTIAL EEG/ERP TOPOGRAPHY AND TOMOGRAPHY (LORETA) IN HYPERTHYROIDISM	EUROPEAN PSYCHIATRY			English	Meeting Abstract									[Rosales-Rodriguez, S.; Anderer, P.; Saletu-Zyhlarz, G. M.] Med Univ Vienna, Dept Psychiat & Psychotherapy, Vienna, Austria; [Rosales-Rodriguez, S.; Saletu, B.; Saletu-Zyhlarz, G. M.] Rudolfinerhaus, Inst Sleep Med, Vienna, Austria; [Ludvik, B.] Med Univ Vienna, Dept Internal Med 3, Vienna, Austria				Anderer, Peter/AAX-5493-2020						0	0	0	0	1	ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER	PARIS	23 RUE LINOIS, 75724 PARIS, FRANCE	0924-9338			EUR PSYCHIAT	Eur. Psychiat.		2011	26			1		P03-394								1	Psychiatry	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Psychiatry	V27VS					2022-08-02	WOS:000208641301664
C	Ciniburk, J		Filipe, J; Cordeiro, J		Ciniburk, Jindrich			EMD OVERSHOOT EFECT IN ERP DETECTION ERP Detection related Specifics of the Empirical Mode Decomposition in EEG Analysis	ICEIS 2010: PROCEEDINGS OF THE 12TH INTERNATIONAL CONFERENCE ON ENTERPRISE INFORMATION SYSTEMS, VOL 5: HUMAN-COMPUTER INTERACTION			English	Proceedings Paper	12th International Conference on Enterprise Information Systems (ICEIS 2010)	JUN 08-12, 2010	Funchal, PORTUGAL	Inst Syst & Technol Informat, Control & Commun		Hilbert Huang transform; HHT; Empirical mode decomposition; EMD; Event related potentials; ERP; Signal processing; Electroencephalography; EEG		Event related potentials (ERPs) are detected from continuous EEG. Most common method for ERPs detection is averaging. But this method is not suitable for single trial detection, because it requires lot of epochs. When we are performing attention experiments, it is required to detect ERPs ideally from single epoch. To detect ERP means determine its amplitude and latency. EEG signal is quasi-stationary therefore it is necessary to use signal processing methods designed for this task. We decided to use Hilbert-Huang transform. Its capabilities and problematic for ERP detection are discussed in the paper.	[Ciniburk, Jindrich] Univ West Bohemia, Dept Comp Sci & Engn, Plzen, Czech Republic		Ciniburk, J (corresponding author), Univ West Bohemia, Dept Comp Sci & Engn, Plzen, Czech Republic.	ciniburk@kiv.zcu.cz							9	0	0	0	1	INSTICC-INST SYST TECHNOLOGIES INFORMATION CONTROL & COMMUNICATION	SETUBAL	AVENIDA D MANUEL L, 27A 2 ESQUERDO, SETUBAL, 2910-595, PORTUGAL			978-989-8425-08-9				2010							238	241						4	Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Theory & Methods	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science	BG9IA					2022-08-02	WOS:000393251200037
J	Stemmer, B; Connolly, JF				Stemmer, Brigitte; Connolly, John F.			The EEG/ERP technologies in linguistic research An essay on the advantages they offer and a survey of their purveyors	MENTAL LEXICON			English	Article						EEG; ERP; event-related potentials; fMRI; EEG hardware; EEG software; EEG/ERP methodology; EEG/ERP technique	WORD RECOGNITION; ELECTROMAGNETIC TOMOGRAPHY; BRAIN; MODEL; ERP; DYNAMICS; SYNCHRONIZATION; INTEGRATION; SEMANTICS; COMPONENT	The field of neuroimaging has experienced a tremendous boom due to technological advances in the last ten years and this is also reflected in the electroencephalography/event-related potentials (EEG/ERP) method. This contribution provides an overview of the main EEG/ERP hardware systems and software development currently on the market and the benefits of such technology for the study of language issues. We discuss the "added-value" such technology brings to the research of language and the possibilities of combining various neuroimaging technique with emphasis on the integration of EEG/ERP and functional magnetic resonance imaging (fMRI). Our contribution ends with a look at what we think may be the methodologies that drive the field forward in the not too distant future.	[Stemmer, Brigitte] Univ Montreal, CRIUGM, Montreal, PQ, Canada; [Connolly, John F.] McMaster Univ, Dept Linguist & Languages, Hamilton, ON, Canada		Stemmer, B (corresponding author), Univ Montreal, CRIUGM, Montreal, PQ, Canada.	b.stemmer@umontreal.ca; jconnol@mcmaster.ca		Connolly, John/0000-0001-8869-5369					64	1	1	0	0	JOHN BENJAMINS PUBLISHING CO	AMSTERDAM	PO BOX 36224, 1020 ME AMSTERDAM, NETHERLANDS	1871-1340	1871-1375		MENT LEX	Ment. Lex.		2011	6	1					141	170		10.1075/ml.6.1.06ste	http://dx.doi.org/10.1075/ml.6.1.06ste			30	Linguistics	Emerging Sources Citation Index (ESCI)	Linguistics	V7L7T					2022-08-02	WOS:000421075600006
C	Moucek, R; Solc, P		Filipe, J; Fred, A; Sharp, B		Moucek, Roman; Solc, Petr			USING MOBILE AGENTS IN EEG SIGNAL PROCESSING	ICAART 2010: PROCEEDINGS OF THE 2ND INTERNATIONAL CONFERENCE ON AGENTS AND ARTIFICIAL INTELLIGENCE, VOL 2: AGENTS			English	Proceedings Paper	2nd International Conference on Agents and Artificial Intelligence (ICAART 2010)	JAN 22-24, 2010	Valencia, SPAIN			Electroencephalography (EEG); Event related potentials (ERP); EEG/ERP data; EEG/ERP processing methods; EEG data formats; Artefacts detection; Mobile agents; Java; System aglets		Our EEG/ERP repository contains large EEG/ERP data. The partner institutions would like to work with these data e.g. to verify their processing methods, but they cannot or they are not allowed to transfer large data collections over network. The possible solution is to use a mobile agent system. The paper briefly introduces the agent system Aglets and basic EEG processing methods implemented as mobile agents. The usability of this approach is tested on selected data files. The implementation of e-mail announcements within the mobile agent system is mentioned.	[Moucek, Roman; Solc, Petr] Univ West Bohemia, Dept Comp Sci & Engn, Univ 8, Plzen 30614, Czech Republic		Moucek, R (corresponding author), Univ West Bohemia, Dept Comp Sci & Engn, Univ 8, Plzen 30614, Czech Republic.	moucek@kiv.zcu.cz; solcman@centrum.cz	Mouček, Roman/C-6853-2018	Moucek, Roman/0000-0002-4665-8946	Grant Agency of the Czech Republic [GA 102/07/1191]	Grant Agency of the Czech Republic(Grant Agency of the Czech Republic)	This work was supported by Grant Agency of the Czech Republic under the grant GA 102/07/1191.		4	0	0	0	0	INSTICC-INST SYST TECHNOLOGIES INFORMATION CONTROL & COMMUNICATION	SETUBAL	AVENIDA D MANUEL L, 27A 2 ESQUERDO, SETUBAL, 2910-595, PORTUGAL			978-989-674-022-1				2010							155	158						4	Computer Science, Artificial Intelligence	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science	BG8KD					2022-08-02	WOS:000392361900026
J	Stone, JM; Bramon, E; Pauls, A; Sumich, A; McGuire, PK				Stone, James M.; Bramon, Elvira; Pauls, Astrid; Sumich, Alex; McGuire, Philip K.			Thalamic neurochemical abnormalities in individuals with prodromal symptoms of schizophrenia - Relationship to auditory event-related potentials	PSYCHIATRY RESEARCH-NEUROIMAGING			English	Article						EEG; Mismatch negativity; P300; Glutamate/glutamine; NAA; Magnetic resonance spectroscopy [MRS]	PSYCHOSIS; P300; PEOPLE; FAMILY; RISK; ERP	Thalamic neurochemical abnormalities may underlie psychotic symptoms and auditory event-related potential (ERP) abnormalities in schizophrenia. We investigated this hypothesis in subjects at risk of psychosis using magnetic resonance spectroscopy and electroencephalography (EEG). Reduced thalamic glutamate plus glutamine and N-acetyl aspartate levels were associated with abnormal frontal ERPs, supporting a thalamic basis for filtering impairments. (C) 2010 Elsevier Ireland Ltd. All rights reserved.	[Stone, James M.] Univ London Imperial Coll Sci Technol & Med, Hammersmith Hosp, Div Expt Med, London W12 0NN, England; [Stone, James M.; Bramon, Elvira; Pauls, Astrid; Sumich, Alex; McGuire, Philip K.] Kings Coll London, Inst Psychiat, Dept Psychol Med & Psychiat, London SE5 8AF, England; [Sumich, Alex] Nottingham Trent Univ, Sch Social Sci, Div Psychol, Nottingham NG1 4BU, England		Stone, JM (corresponding author), Univ London Imperial Coll Sci Technol & Med, Hammersmith Hosp, Div Expt Med, Burlington Danes Bldg,Du Cane Rd, London W12 0NN, England.	james.m.stone@imperial.ac.uk	Sumich, Alex/ABI-5354-2020; Pauls, Astrid/B-8275-2012; Stone, J M/H-9424-2019; Bramon, Elvira/A-9463-2011	Stone, J M/0000-0003-3051-0135; Bramon, Elvira/0000-0003-1369-5983; Sumich, Alexander/0000-0003-4333-8442; McGuire, Philip/0000-0003-4381-0532	MRC [G0901310, G0500477] Funding Source: UKRI; National Institute for Health Research [PDA/02/06/016] Funding Source: researchfish; Department of Health [PDA/02/06/016] Funding Source: Medline; Medical Research Council [G0500477, G0901310] Funding Source: Medline	MRC(UK Research & Innovation (UKRI)Medical Research Council UK (MRC)); National Institute for Health Research(National Institute for Health Research (NIHR)); Department of Health(European Commission); Medical Research Council(UK Research & Innovation (UKRI)Medical Research Council UK (MRC)European Commission)			15	22	23	0	5	ELSEVIER IRELAND LTD	CLARE	ELSEVIER HOUSE, BROOKVALE PLAZA, EAST PARK SHANNON, CO, CLARE, 00000, IRELAND	0925-4927			PSYCHIAT RES-NEUROIM	Psychiatry Res. Neuroimaging	AUG 30	2010	183	2					174	176		10.1016/j.pscychresns.2010.05.004	http://dx.doi.org/10.1016/j.pscychresns.2010.05.004			3	Clinical Neurology; Neuroimaging; Psychiatry	Science Citation Index Expanded (SCI-EXPANDED)	Neurosciences & Neurology; Psychiatry	639BV	20620033	Green Submitted			2022-08-02	WOS:000280946700014
C	Jezek, P; Moucek, R		Fred, A; Filipe, J; Gamboa, H		Jezek, Petr; Moucek, Roman			DATABASE OF EEG/ERP EXPERIMENTS	HEALTHINF 2010: PROCEEDINGS OF THE THIRD INTERNATIONAL CONFERENCE ON HEALTH INFORMATICS			English	Proceedings Paper	3rd International Conference on Health Informatics (HEALTHINF 2010)	JAN 20-23, 2010	Valencia, SPAIN	Inst Syst & Technol Informat, Control & Comm, IEEE, Engn Med & Biol Soc		Electroencephalography (EEG); Event related potentials (ERP); EEG/ERP data; Metadata; Relational database; Web interface; Spring framework; Hibernate; Semantic web technologies; Data conversion		The article deals with the database of EEG/ERP experiments and its developed prototype. Storage, download and interchange of EEG/ERP data and metadata through the web interface is possible, various user roles are defined. The requirements specification including the system context, scope, basic features, data formats and metadata structures is presented. The system architecture, used technologies and the final realization are described. Additional tools and structures as converters of data formats and generated ontology are mentioned. The possible users of the database are specified.	[Jezek, Petr; Moucek, Roman] Univ W Bohemia, Dept Comp Sci & Engn, Plzen 30614, Czech Republic		Jezek, P (corresponding author), Univ W Bohemia, Dept Comp Sci & Engn, Univ 8, Plzen 30614, Czech Republic.	jezekp@kiv.zcu.cz; moucek@kiv.zcu.cz	Jezek, Petr/B-9264-2012; Mouček, Roman/C-6853-2018	Jezek, Petr/0000-0002-2720-9395; Moucek, Roman/0000-0002-4665-8946					7	2	2	0	0	INSTICC-INST SYST TECHNOLOGIES INFORMATION CONTROL & COMMUNICATION	SETUBAL	AVENIDA D MANUEL L, 27A 2 ESQUERDO, SETUBAL, 2910-595, PORTUGAL			978-989-674-016-0				2010							222	227						6	Medical Informatics	Conference Proceedings Citation Index - Science (CPCI-S)	Medical Informatics	BYL02					2022-08-02	WOS:000299185100034
C	Moucek, R; Jaros, P; Jezek, P; Papez, V		Filipe, J; Dietz, JLG		Moucek, Roman; Jaros, Petr; Jezek, Petr; Papez, Vaclav			SOFTWARE INFRASTRUCTURE FOR EEG/ERP RESEARCH	KEOD 2011: PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON KNOWLEDGE ENGINEERING AND ONTOLOGY DEVELOPMENT			English	Proceedings Paper	International Conference on Knowledge Engineering and Ontology Development	OCT 26-29, 2011	Univ Paris Est Creteil, Paris, FRANCE	Inst Syst & Technol Informat Control & Commun	Univ Paris Est Creteil	EEG; ERP; INCF; EEG/ERP Portal; JERPA; Software infrastructure; Semantic web; RDF; OWL; Signal processing methods; Statistical methods; Data conversions		This paper deals with the software infrastructure for EEG/ERP (electroencephalography, event related potentials) research. The requirements for building this infrastructure have arisen from laboratory needs, unavailability of appropriate software tools and incompatibility of previously used commercial solutions. The standardization of EEG/ERP data formats and construction of complex and publicly open software infrastructure is also supported by International Neuroinformatics Coordinating Facility (INCF) since these efforts can significantly accelerate brain research. The presented software infrastructure includes the web based EEG/ERP portal as the central data storage for data/metadata obtained in EEG/ERP experiments and JERPA software as the desktop software tool for computationally demanding operations. Supporting libraries (e.g. library of signal processing methods) developed and integrated to EEG/ERP portal and/or JERPA software are briefly described.	[Moucek, Roman; Jaros, Petr; Jezek, Petr; Papez, Vaclav] Univ West Bohemia, Dept Comp Sci & Engn, Univ 8, Plzen 30614, Czech Republic			moucek@kiv.zcu.cz; jarosp@kiv.zcu.cz; jezek@kiv.zcu.cz; vpapez@kiv.zcu.cz	Mouček, Roman/C-6853-2018; Jezek, Petr/B-9264-2012	Jezek, Petr/0000-0002-2720-9395; Moucek, Roman/0000-0002-4665-8946; Papez, Vaclav/0000-0002-2123-7993	UWB grant Methods and Applications of Bio- and Medical Informatics [SGS-2010-038]; SPAV project [CZ 1.07/2.3.00/09.0050]	UWB grant Methods and Applications of Bio- and Medical Informatics; SPAV project	The work was supported by the UWB grant SGS-2010-038 Methods and Applications of Bio- and Medical Informatics and by the SPAV project CZ 1.07/2.3.00/09.0050.		2	0	0	0	1	INSTICC-INST SYST TECHNOLOGIES INFORMATION CONTROL & COMMUNICATION	SETUBAL	AVENIDA D MANUEL L, 27A 2 ESQUERDO, SETUBAL, 2910-595, PORTUGAL			978-989-8425-80-5				2011							478	481						4	Computer Science, Artificial Intelligence; Computer Science, Information Systems; Computer Science, Theory & Methods	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science	BG8JK					2022-08-02	WOS:000392351100077
J	Yen, SB; Lee, HY; Cheng, SY				Yen, Sheng-Bou; Lee, Hsiao-Yu; Cheng, Shyh-Yueh			ELECTROENCEPHALOGRAPHIC ASSESSMENT OF HUMAN RELIABILITY ON VISUAL RESPONSE TASK	BIOMEDICAL ENGINEERING-APPLICATIONS BASIS COMMUNICATIONS			English	Article						Human reliability; Electroencephalography (EEG); Event-related potential (ERP); P300	EVENT-RELATED POTENTIALS; BRAIN POTENTIALS; MENTAL FATIGUE; P300 COMPONENT; ATTENTION; EEG; ERROR; ERP; PERFORMANCE; ALERTNESS	Electrophysiological correlates of human reliability in visual response tasks were investigated in 16 healthy subjects using electroencephalographic (EEG) spectral power and event-related potentials (ERP). Human reliability was first determined by calculating individual reaction accuracy in order to split the entire group into high reliability (HR) and low reliability (LR) subgroups, each with eight subjects. The EEG activities of testing subjects were measured at rest condition for 5 min, and during a modified Eriksen flanker task. Artifact-free EEG segments were used to compute the distribution of EEG at varied frequency bands as well as to detect peak and latency of ERPs of the flanker task. Our results showed that subjects with LR exhibited higher alpha band EEG power at the frontal recording site. Additionally, LR group revealed lower P300 amplitude and predominantly longer P300 latency at centro-parietal recording site than those of the HR group. These findings implied that higher alpha band EEG power at frontal and smaller amplitude, longer latency P300 component of ERP measures at centro-parietal might reveal the trait of lower reliability in healthy controls during visual tasks.	[Yen, Sheng-Bou; Cheng, Shyh-Yueh] Chia Nan Univ Pharm & Sci, Dept Occupat Safety & Hlth, Tainan 717, Taiwan; [Lee, Hsiao-Yu] Far E Univ, Dept Digital Media Design & Management, Tainan 744, Taiwan		Cheng, SY (corresponding author), Chia Nan Univ Pharm & Sci, Dept Occupat Safety & Hlth, 60 Er Jen Rd,Sec 1, Tainan 717, Taiwan.	csy5066@mail.chna.edu.tw			National Science Council of Taiwan, Republic of China [NSC94-2211-E-327-014]	National Science Council of Taiwan, Republic of China(Ministry of Science and Technology, Taiwan)	This research was partially supported by the National Science Council of Taiwan, Republic of China under grant number NSC94-2211-E-327-014. The authors wish to acknowledge the comments and suggestions of the anonymous referees. Their recommendations resulted in a substantially improved paper.		32	0	0	1	12	WORLD SCIENTIFIC PUBL CO PTE LTD	SINGAPORE	5 TOH TUCK LINK, SINGAPORE 596224, SINGAPORE	1016-2372	1793-7132		BIOMED ENG-APP BAS C	Biomed. Eng.-Appl. Basis Commun.	FEB	2010	22	1					61	70		10.4015/S101623721000175X	http://dx.doi.org/10.4015/S101623721000175X			10	Engineering, Biomedical	Science Citation Index Expanded (SCI-EXPANDED)	Engineering	560PS					2022-08-02	WOS:000274915200009
C	Wang, H; Wang, J; Zhang, NN; Sun, GB; Huang, HL; Zhao, HB		Xie, LY; James, MN; Zhao, YX; Qian, WX		Wang, Hong; Wang, Jian; Zhang, Ningning; Sun, Guangbin; Huang, Hailong; Zhao, Haibin			Automobile Modeling Evaluations Based on Electrophysiology	MATERIALS AND PRODUCT TECHNOLOGIES	Advanced Materials Research		English	Proceedings Paper	2nd International Conference on Advances in Product Development and Reliability (PDR)	JUL 28-30, 2010	Shenyang, PEOPLES R CHINA	NE Forestry Univ, Reliabil Branch Chinese Mech Engn Soc, Liaoning Mech Engn Soc, Natl Nat Sci Fdn China (NSFC), European Struct Integr Soc (ESIS), Chinese Mech Engn Soc (CMES)		Automobile modeling; Electroencephalograph; Event-related potential	MILD COGNITIVE IMPAIRMENT; WORKING-MEMORY TASK; EEG ALPHA; ERP; PERFORMANCE; DRIVERS	Electroencephalogram (EEG) and event-related potential (ERP) were conducted, in order to research brain functions associated with the effect of design for car models. The results demonstrated enhanced alpha and beta power of EEG by looking at the favorite car model. The ERP powers were strongly blocked (reduced) by looking at the un-favorite car model. EEG/ERP could be the electrophysiological index for automobile modeling evaluations.	[Wang, Hong] China State Key Lab Automobile Dynam Simulat, Changchun 130025, Peoples R China; [Wang, Jian; Zhang, Ningning; Sun, Guangbin; Huang, Hailong; Zhao, Haibin] Northeastern Univ, Sch Mech Engn & Automat, Shenyang 110004, Peoples R China		Wang, H (corresponding author), China State Key Lab Automobile Dynam Simulat, Changchun 130025, Peoples R China.	hongwang@mail.neu.edu.cn			National Science Foundation of China [50435040]; Foundation of State Key Laboratory of Automobile Dynamic Stimulation, China [20071105]	National Science Foundation of China(National Natural Science Foundation of China (NSFC)); Foundation of State Key Laboratory of Automobile Dynamic Stimulation, China	This study was supported by the National Science Foundation of China (50435040) and Foundation of State Key Laboratory of Automobile Dynamic Stimulation, China, (20071105).		21	2	2	0	4	TRANS TECH PUBLICATIONS LTD	DURNTEN-ZURICH	KREUZSTRASSE 10, 8635 DURNTEN-ZURICH, SWITZERLAND	1022-6680		978-0-87849-254-1	ADV MATER RES-SWITZ			2010	118-120						454	+		10.4028/www.scientific.net/AMR.118-120.454	http://dx.doi.org/10.4028/www.scientific.net/AMR.118-120.454			3	Engineering, Manufacturing; Materials Science, Multidisciplinary	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering; Materials Science	BUY87					2022-08-02	WOS:000290738300087
J	Huang, YH; Erdogmus, D; Pavel, M; Mathan, S; Hild, KE				Huang, Yonghong; Erdogmus, Deniz; Pavel, Misha; Mathan, Santosh; Hild, Kenneth E., II			A framework for rapid visual image search using single-trial brain evoked responses	NEUROCOMPUTING			English	Article						Brain computer interface (BCI); Single-trial event-related potential (ERP); Electroencephalography (EEG); Image retrieval; Incremental learning	SPEED	We report the design and performance of a brain computer interface for single-trial detection of viewed images based on human dynamic brain response signatures in 32-channel electroencephalography (EEG) acquired during a rapid serial visual presentation. The system explores the feasibility of speeding up image analysis by tapping into split-second perceptual judgments of humans. We present an incremental learning system with less memory storage and computational cost for single-trial event-related potential (ERP) detection, which is trained using cross-session data. We demonstrate the efficacy of the method on the task of target image detection. We apply linear and nonlinear support vector machines (SVMs) and a linear logistic classifier (LLC) for single-trial ERP detection using data collected from image analysts and naive subjects. For our data the detection performance of the nonlinear SVM is better than the linear SVM and the LLC. We also show that our ERP-based target detection system is five-fold faster than the traditional image viewing paradigm. (C) 2011 Elsevier B.V. All rights reserved.	[Huang, Yonghong; Erdogmus, Deniz; Pavel, Misha; Hild, Kenneth E., II] Oregon Hlth & Sci Univ, Dept Biomed Engn, Portland, OR 97239 USA; [Erdogmus, Deniz] Northeastern Univ, Dept Elect & Comp Engn, Boston, MA 02115 USA; [Mathan, Santosh] Honeywell Labs, Human Centered Syst Grp, Redmond, WA 98052 USA		Huang, YH (corresponding author), Oregon Hlth & Sci Univ, Dept Biomed Engn, Portland, OR 97239 USA.	huang@csee.ogi.edu; erdogmus@ece.neu.edu; pavel@bme.ogi.edu; Santosh.Mathan@honeywell.com; k.hild@ieee.org	Erdogmus, Deniz/A-8170-2009		DARPA [HM1582-05-C-0046]; NSF [ECS-0524835, ECS-0622239, IIS-0713690]	DARPA(United States Department of DefenseDefense Advanced Research Projects Agency (DARPA)); NSF(National Science Foundation (NSF))	This work was supported by DARPA under contract HM1582-05-C-0046 and by NSF under grants ECS-0524835, ECS-0622239, and IIS-0713690. Satellite images included in this paper were produced by DigitalGlobe Inc., Longmont, CO 80501, USA (c) 2003. The two IA datasets used in the experiments were collected at the Honeywell Human-Centered Systems Laboratory (Minneapolis, MN). The author would like to thank Tan Lan for help with the naive data collection, It has been approved for public release, distribution		34	55	57	6	22	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0925-2312	1872-8286		NEUROCOMPUTING	Neurocomputing	JUN	2011	74	12-13					2041	2051		10.1016/j.neucom.2010.12.025	http://dx.doi.org/10.1016/j.neucom.2010.12.025			11	Computer Science, Artificial Intelligence	Science Citation Index Expanded (SCI-EXPANDED)	Computer Science	781FH					2022-08-02	WOS:000291915500001
