PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Mas-Herrero, E; Ripolles, P; HajiHosseini, A; Rodriguez-Fornells, A; Marco-Pallares, J				Mas-Herrero, Ernest; Ripolles, Pablo; HajiHosseini, Azadeh; Rodriguez-Fornells, Antoni; Marco-Pallares, Josep			Beta oscillations and reward processing: Coupling oscillatory activity and hemodynamic responses	NEUROIMAGE			English	Article						Reward; Beta oscillations; fMRI; Time-frequency; JointICA	DECISION-MAKING; FRONTAL THETA; LOSS AVERSION; EEG-FMRI; DOPAMINE; HIPPOCAMPUS; ACTIVATION; BRAIN; CONNECTIVITY; ANTICIPATION	Diverse cortical and subcortical regions are synergically engaged during reward processing. Previous studies using time-frequency decomposition of Electroencephalography (EEG) data have revealed an increase of midfrontal beta oscillatory activity (BOA) after reward delivery, which could be a potential mechanism in the coordination of the different areas engaged during reward processing. In order to evaluate this hypothesis, twenty subjects performed a monetary gambling paradigm in two separate sessions (EEG and fMRI). Time-frequency oscillatory EEG data and fMRI activity were fused using Joint Independent Component Analysis (ICA). The present results showed that mid-frontal BOA elicited by monetary gains is associated with the engagement of a fronto-striatal-hippocampal network previously involved in reward-related memory enhancement, supporting the role of this activity during reward processing. (C) 2015 Elsevier Inc. All rights reserved.	[Mas-Herrero, Ernest; Ripolles, Pablo; Rodriguez-Fornells, Antoni; Marco-Pallares, Josep] IDIBELL, Bellvitge Biomed Res Inst, Cognit & Brain Plast Grp, Barcelona 08097, Spain; [Ripolles, Pablo] Univ Barcelona, Dept Basic Psychol, Barcelona 08097, Spain; [HajiHosseini, Azadeh] Univ Victoria, Dept Psychol, Victoria, BC V8W 2Y2, Canada; [Rodriguez-Fornells, Antoni] ICREA, Catalan Inst Res & Adv Studies, Barcelona 08010, Spain		Marco-Pallares, J (corresponding author), Univ Barcelona, IDIBELL, Dept Basic Psychol, Campus Bellvitge, Barcelona 08097, Spain.	josepmarco@gmail.com	Mas-Herrero, Ernest/AAH-7010-2019; Marco-Pallares, Josep/C-1256-2008; Marco-Pallares, Josep/GNH-1787-2022; Rodriguez Fornells, Antoni/L-5878-2014	Marco-Pallares, Josep/0000-0001-9175-1480; Marco-Pallares, Josep/0000-0001-9175-1480; Rodriguez Fornells, Antoni/0000-0002-3249-6931; Ripolles, Pablo/0000-0002-8463-3723; Mas-Herrero, Ernest/0000-0002-3607-8489	Spanish Government (MINECO) [PSI2012-37472, PSI2011-29219]; Spanish Government (FPI program) [BES-2010-032702]; Spanish Government (FPU program) [AP2010-4179]; ICREA Funding Source: Custom	Spanish Government (MINECO); Spanish Government (FPI program); Spanish Government (FPU program)(Spanish Government); ICREA(ICREA)	The present project has been funded by the Spanish Government (MINECO Grants PSI2012-37472 to J.M.P., PSI2011-29219 to A.R.F., FPI program BES-2010-032702 to E.M.-H. and FPU program AP2010-4179 to P.R.). The funders had no role in study design, data collection and analysis, decision to publish, or preparation of the manuscript.		48	43	44	3	27	ACADEMIC PRESS INC ELSEVIER SCIENCE	SAN DIEGO	525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA	1053-8119	1095-9572		NEUROIMAGE	Neuroimage	OCT 1	2015	119						13	19		10.1016/j.neuroimage.2015.05.095	http://dx.doi.org/10.1016/j.neuroimage.2015.05.095			7	Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging	Science Citation Index Expanded (SCI-EXPANDED)	Neurosciences & Neurology; Radiology, Nuclear Medicine & Medical Imaging	CR2TB	26070260				2022-08-02	WOS:000361182400002
J	Maguire, MJ; Abel, AD; Schneider, JM; Fitzhugh, A; McCord, J; Jeevakumar, V				Maguire, Mandy J.; Abel, Alyson D.; Schneider, Julie M.; Fitzhugh, Anna; McCord, Jagger; Jeevakumar, Vivek			Electroencephalography theta differences between object nouns and action verbs when identifying semantic relations	LANGUAGE COGNITION AND NEUROSCIENCE			English	Article						theta; semantic processing; time frequency analysis; beta; gamma; EEG	BRAIN POTENTIALS; SPHERICAL SPLINES; LANGUAGE; TIME; EEG; OSCILLATIONS; VIOLATION; RESPONSES; DYNAMICS; SUPPORT	Nouns and verbs differ in their semantic properties and relationships with other words in the lexicon. This study uses electroencephalography (EEG) to investigate how word class differences influence semantic retrieval and identification of semantic relationships. Participants identified whether the final word in a triplet (noun or verb) was related to the first two words (both nouns). Time frequency analysis of the EEG revealed word class and relatedness effects in theta, beta and gamma. Decreases in beta power were found during action verbs, which may be related to motor processing. Theta exhibited a word class by relatedness interaction in which unrelated verbs elicited a greater power increase compared to other conditions. These data indicate that action verbs require more neural activity when identifying the absence of relationships than object nouns, likely due to the abstract, flexible nature of verb meanings and the shallow structure of verb organisation.	[Maguire, Mandy J.; Schneider, Julie M.; Fitzhugh, Anna; McCord, Jagger; Jeevakumar, Vivek] Univ Texas Dallas, Behav & Brain Sci, Dallas, TX 75235 USA; [Abel, Alyson D.] San Diego State Univ, SLHS, San Diego, CA 92182 USA		Maguire, MJ (corresponding author), Univ Texas Dallas, Behav & Brain Sci, Rm A126,1966 Inwood Rd, Dallas, TX 75235 USA.	mjm053000@utdallas.edu	Jeevakumar, Vivek/AAU-9996-2020; Maguire, Mandy/AAA-8108-2020; Jeevakumar, Vivek/AAX-7614-2020	Maguire, Mandy/0000-0003-4006-567X; Middleton, Anna/0000-0003-3775-3316; Schneider, Julie M./0000-0003-0258-2916	University of Texas at Dallas faculty initiative grant	University of Texas at Dallas faculty initiative grant	The authors would like to thank Grant Magnon and Bambi Delarosa for their help. This work was supported by a University of Texas at Dallas faculty initiative grant awarded to the first author.		45	4	4	0	16	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	2327-3798	2327-3801		LANG COGN NEUROSCI	Lang. Cogn. Neurosci.	JUL 3	2015	30	6					673	683		10.1080/23273798.2014.1000344	http://dx.doi.org/10.1080/23273798.2014.1000344			11	Audiology & Speech-Language Pathology; Behavioral Sciences; Linguistics; Psychology, Experimental	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Audiology & Speech-Language Pathology; Behavioral Sciences; Linguistics; Psychology	CG6OE					2022-08-02	WOS:000353420700003
J	Hsu, WY				Hsu, Wei-Yen			Single-trial EEG analysis using similarity measure	BIO-MEDICAL MATERIALS AND ENGINEERING			English	Article						Electroencephalography (EEG); similarity measure; time-frequency representation; brain-computer interface (BCI)	CLASSIFICATION; RECOGNITION	Single-trial electroencephalogram (EEG) data are analyzed with similarity measure. Time-frequency representation is constructed from EEG signals. It is then weighted with t-statistics. Finally, the test data are discriminated with similarity measure. Compared with non-weighted version, the experimental results indicate that the proposed method obtains better results in classification accuracy.	[Hsu, Wei-Yen] Natl Chung Cheng Univ, Dept Informat Management, 168 Univ Rd Sec 1, Min Hsiung Township 621, Chiayi County, Taiwan; [Hsu, Wei-Yen] Natl Chung Cheng Univ, Adv Inst Mfg High Tech Innovat, 168 Univ Rd Sec 1, Min Hsiung Township 621, Chiayi County, Taiwan		Hsu, WY (corresponding author), Natl Chung Cheng Univ, Dept Informat Management, 168 Univ Rd Sec 1, Min Hsiung Township 621, Chiayi County, Taiwan.; Hsu, WY (corresponding author), Natl Chung Cheng Univ, Adv Inst Mfg High Tech Innovat, 168 Univ Rd Sec 1, Min Hsiung Township 621, Chiayi County, Taiwan.	shenswy@gmail.com			Ministry of Science and Technology, Taiwan [MOST103-2410-H-194-070-MY2]	Ministry of Science and Technology, Taiwan(Ministry of Science and Technology, Taiwan)	The author would like to express his sincere appreciation for grants partially from MOST103-2410-H-194-070-MY2, Ministry of Science and Technology, Taiwan.		17	1	1	0	7	IOS PRESS	AMSTERDAM	NIEUWE HEMWEG 6B, 1013 BG AMSTERDAM, NETHERLANDS	0959-2989	1878-3619		BIO-MED MATER ENG	Bio-Med. Mater. Eng.		2015	26	3-4					161	168		10.3233/BME-151554	http://dx.doi.org/10.3233/BME-151554			8	Engineering, Biomedical; Materials Science, Biomaterials	Science Citation Index Expanded (SCI-EXPANDED)	Engineering; Materials Science	DD2QO	26684888				2022-08-02	WOS:000369767500007
C	Papadaniil, CD; Kosmidou, VE; Tsolaki, A; Tsolaki, M; Kompatsiaris, I; Hadjileontiadis, LJ			IEEE	Papadaniil, Chrysa D.; Kosmidou, Vasiliki E.; Tsolaki, Anthoula; Tsolaki, Magda; Kompatsiaris, Ioannis (Yiannis); Hadjileontiadis, Leontios J.			Phase-Amplitude Cross-Frequency Coupling in EEG-derived Cortical Time Series upon an Auditory Perception Task	2015 37TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC)	IEEE Engineering in Medicine and Biology Society Conference Proceedings		English	Proceedings Paper	37th Annual International Conference of the IEEE-Engineering-in-Medicine-and-Biology-Society (EMBC)	AUG 25-29, 2015	Milan, ITALY	IEEE Engn Med & Biol Soc			OSCILLATIONS; GAMMA; ALPHA	Recent evidence suggests that cross-frequency coupling (CFC) plays an essential role in multi-scale communication across the brain. The amplitude of the high frequency oscillations, responsible for local activity, is modulated by the phase of the lower frequency activity, in a task and region-relevant way. In this paper, we examine this phase-amplitude coupling in a two-tone oddball paradigm for the low frequency bands (delta, theta, alpha, and beta) and determine the most prominent CFCs. Data consisted of cortical time series, extracted by applying three-dimensional vector field tomography (3D-VFT) to high density (256 channels) electroencephalography (HD-EEG), and CFC analysis was based on the phase-amplitude coupling metric, namely PAC. Our findings suggest CFC spanning across all brain regions and low frequencies. Stronger coupling was observed in the delta band, that is closely linked to sensory processing. However, theta coupling was reinforced in the target tone response, revealing a taskdependent CFC and its role in brain networks communication.	[Papadaniil, Chrysa D.; Hadjileontiadis, Leontios J.] Aristotle Univ Thessaloniki, Dept Elect & Comp Engn, GR-54006 Thessaloniki, Greece; [Kosmidou, Vasiliki E.; Kompatsiaris, Ioannis (Yiannis)] Ctr Res & Technol Hellas, Informat Technol Inst, GR-57001 Thessaloniki, Greece; [Tsolaki, Anthoula] Aristotle Univ Thessaloniki, Sch Med, Med Phys Lab, GR-54006 Thessaloniki, Greece; [Tsolaki, Magda] Aristotle Univ Thessaloniki, Dept Neurol 3, GR-54006 Thessaloniki, Greece		Papadaniil, CD (corresponding author), Aristotle Univ Thessaloniki, Dept Elect & Comp Engn, GR-54006 Thessaloniki, Greece.	chrysa.papadaniil@gmail.com; kosmidou@iti.gr; tsolakianthoula@gmail.com; tso-lakim1@gmail.com; ikom@iti.gr; leontios@auth.gr	Hadjileontiadis, Leontios/O-9052-2016; Kompatsiaris, Ioannis/P-8594-2015; Hadjileontiadis, Leontios/AAF-3448-2020	Hadjileontiadis, Leontios/0000-0002-9932-9302; Kompatsiaris, Ioannis/0000-0001-6447-9020; Tsolaki, Magda/0000-0002-2072-8010					23	4	4	1	3	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1557-170X	1558-4615	978-1-4244-9270-1	IEEE ENG MED BIO			2015							4150	4153						4	Engineering, Biomedical; Engineering, Electrical & Electronic	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BE4HD	26737208				2022-08-02	WOS:000371717204108
J	de Cheveigne, A; Arzounian, D				de Cheveigne, Alain; Arzounian, Dorothee			Scanning for oscillations	JOURNAL OF NEURAL ENGINEERING			English	Article						EEG; brain oscillations; ICA; DSS; JD; joint decorrelation; MEG	BRAIN; EEG	Objective. Oscillations are an important aspect of brain activity, but they often have a low signal-to-noise ratio (SNR) due to source-to-electrode mixing with competing brain activity and noise. Filtering can improve the SNR of narrowband signals, but it introduces ringing effects that may masquerade as genuine oscillations, leading to uncertainty as to the true oscillatory nature of the phenomena. Likewise, time-frequency analysis kernels have a temporal extent that blurs the time course of narrowband activity, introducing uncertainty as to timing and causal relations between events and/or frequency bands. Approach. Here, we propose a methodology that reveals narrowband activity within multichannel data such as electroencephalography, magnetoencephalography, electrocorticography or local field potential. The method exploits the between-channel correlation structure of the data to suppress competing sources by joint diagonalization of the covariance matrices of narrowband filtered and unfiltered data. Main results. Applied to synthetic and real data, the method effectively extracts narrowband components at unfavorable SNR. Significance. Oscillatory components of brain activity, including weak sources that are hard or impossible to observe using standard methods, can be detected and their time course plotted accurately. The method avoids the temporal artifacts of standard filtering and time-frequency analysis methods with which it remains complementary.	[de Cheveigne, Alain; Arzounian, Dorothee] CNRS, UMR 8248, Lab Syst Perceptifs, F-75700 Paris, France; [de Cheveigne, Alain; Arzounian, Dorothee] PSL Res Univ, Ecole Normale Super, Dept Etud Cognit, Paris, France; [de Cheveigne, Alain] UCL Ear Inst, London, England		de Cheveigne, A (corresponding author), CNRS, UMR 8248, Lab Syst Perceptifs, F-75700 Paris, France.	Alain.de.Cheveigne@ens.fr	de Cheveigné, Alain/F-4947-2012	de Cheveigné, Alain/0000-0002-7305-1891; Arzounian, Dorothee/0000-0003-1520-0227	EU H2020-ICT grant [644732]; Region Ile-de-France via the DIM Cerveau Pensee; Ecole Doctorale Frontieres du Vivant (FdV) Programme Bettencourt;  [ANR-10-LABX-0087 IEC];  [ANR-10-IDEX-0001-02 PSL*]	EU H2020-ICT grant; Region Ile-de-France via the DIM Cerveau Pensee(Region Ile-de-France); Ecole Doctorale Frontieres du Vivant (FdV) Programme Bettencourt; ; 	This work was supported by the EU H2020-ICT grant 644732 (COCOHA), and grants ANR-10-LABX-0087 IEC and ANR-10-IDEX-0001-02 PSL* awarded to the Department of Cognitive Studies at ENS. The second author was supported by the Region Ile-de-France via the DIM Cerveau & Pensee and the Ecole Doctorale Frontieres du Vivant (FdV) Programme Bettencourt. Thanks to Gareth Barnes for permission to use the data of Duncan et al (2009), and to two anonymous reviewers for comments on a previous version of this paper.		24	19	19	0	2	IOP PUBLISHING LTD	BRISTOL	TEMPLE CIRCUS, TEMPLE WAY, BRISTOL BS1 6BE, ENGLAND	1741-2560	1741-2552		J NEURAL ENG	J. Neural Eng.	DEC	2015	12	6							066020	10.1088/1741-2560/12/6/066020	http://dx.doi.org/10.1088/1741-2560/12/6/066020			8	Engineering, Biomedical; Neurosciences	Science Citation Index Expanded (SCI-EXPANDED)	Engineering; Neurosciences & Neurology	DK4JM	26501393	hybrid, Green Published			2022-08-02	WOS:000374884100020
J	Guntekin, B; Femir, B; Turp-Golbasi, B; Tulay, E; Basar, E				Guntekin, Bahar; Femir, Banu; Turp-Golbasi, Bilge; Tulay, Elif; Basar, Erol			INCREASE OF EEG FUNCTIONAL CONNECTIVITY DURING EMOTIONAL PICTURE PROCESSING	PSYCHOPHYSIOLOGY			English	Meeting Abstract	55th Annual Meeting of the Society-for-Psychophysiological-Research	SEP 30-OCT 04, 2015	Seattle, WA	Soc Psychophysiol Res		electroencephalography; emotion; brain oscillations			[Guntekin, Bahar; Femir, Banu; Turp-Golbasi, Bilge; Tulay, Elif; Basar, Erol] Istanbul Kultur Univ, Istanbul, Turkey				Femir, Banu/AAO-1266-2020; Güntekin, Bahar/A-4974-2018	Femir, Banu/0000-0003-3649-6063; Güntekin, Bahar/0000-0002-0860-0524; Turp Golbasi, Bilge/0000-0003-4386-7328					0	0	0	0	2	WILEY-BLACKWELL	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0048-5772	1469-8986		PSYCHOPHYSIOLOGY	Psychophysiology	SEP	2015	52			1	SI	4-27	S107	S107						1	Psychology, Biological; Neurosciences; Physiology; Psychology; Psychology, Experimental	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI); Conference Proceedings Citation Index - Science (CPCI-S)	Psychology; Neurosciences & Neurology; Physiology	CQ2PS					2022-08-02	WOS:000360444100459
C	Mideksa, KG; Hoogenboom, N; Hellriegel, H; Krause, H; Schnitzler, A; Deuschl, G; Raethjen, J; Heute, U; Muthuraman, M			IEEE	Mideksa, K. G.; Hoogenboom, N.; Hellriegel, H.; Krause, H.; Schnitzler, A.; Deuschl, G.; Raethjen, J.; Heute, U.; Muthuraman, M.			Comparison of EEG and MEG in source localization of induced human gamma-band oscillations during visual stimulus	2015 37TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC)	IEEE Engineering in Medicine and Biology Society Conference Proceedings		English	Proceedings Paper	37th Annual International Conference of the IEEE-Engineering-in-Medicine-and-Biology-Society (EMBC)	AUG 25-29, 2015	Milan, ITALY	IEEE Engn Med & Biol Soc			FREQUENCY; HZ	High frequency gamma oscillations are indications of information processing in cortical neuronal networks. Recently, non-invasive detection of these oscillations have become one of the main research areas in magnetoencephalography (MEG) and electroencephalography (EEG) studies. The aim of this study, which is a continuation of our previous MEG study, is to compare the capability of the two modalities (EEG and MEG) in localizing the source of the induced gamma activity due to a visual stimulus, using a spatial filtering technique known as dynamic imaging of coherent sources (DICS). To do this, the brain activity was recorded using simultaneous MEG and EEG measurement and the data were analyzed with respect to time, frequency, and location of the strongest response. The spherical head modeling technique, such as, the three-shell concentric spheres and an overlapping sphere (local sphere) have been used as a forward model to calculate the external electromagnetic potentials and fields recorded by the EEG and MEG, respectively. Our results from the time-frequency analysis, at the sensor level, revealed that the parieto-occipital electrodes and sensors from both modalities showed a clear and sustained gamma-band activity throughout the post-stimulus duration and that both modalities showed similar strongest gamma-band peaks. It was difficult to interpret the spatial pattern of the gamma-band oscillatory response on the scalp, at the sensor level, for both modalities. However, the source analysis result revealed that MEG3 sensor type, which measure the derivative along the longitude, showed the source more focally and close to the visual cortex (cuneus) as compared to that of the EEG.	[Mideksa, K. G.; Heute, U.] Univ Kiel, Fac Engn, Inst Digital Signal Proc & Syst Theory, D-24105 Kiel, Germany; [Hellriegel, H.; Deuschl, G.; Raethjen, J.; Muthuraman, M.] Univ Kiel, Dept Neurol, D-24105 Kiel, Germany; [Hoogenboom, N.; Krause, H.; Schnitzler, A.] Univ Dusseldorf, Dept Neurol, D-40225 Dusseldorf, Germany		Mideksa, KG (corresponding author), Univ Kiel, Fac Engn, Inst Digital Signal Proc & Syst Theory, D-24105 Kiel, Germany.	kgm@tf.uni-kiel.de; Nienke.Hoogenboom@med.uni-duesseldorf.de; h.hellriegel@neurologie.uni-kiel.de; Holger.Krause@med.uni-duesseldorf.de; schnitza@uni-duesseldorf.de; g.deuschl@neurologie.uni-kiel.de; j.raethjen@neurologie.uni-kiel.de; uh@tf.uni-kiel.de; m.muthuraman@neurologie.uni-kiel.de	Muthuraman, Muthuraman/ABD-2021-2020; Schnitzler, Alfons/Q-5520-2019; Deuschl, Guenther/A-7986-2010; Schnitzler, Alfons/AAT-1054-2021	Muthuraman, Muthuraman/0000-0001-6158-2663; Schnitzler, Alfons/0000-0002-6414-7939; Deuschl, Guenther/0000-0002-4176-9196; 					20	1	1	0	0	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1557-170X	1558-4615	978-1-4244-9270-1	IEEE ENG MED BIO			2015							8119	8122						4	Engineering, Biomedical; Engineering, Electrical & Electronic	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BE4HD	26738178				2022-08-02	WOS:000371717208098
J	Valadez, EA; Simons, RF				Valadez, Emilio A.; Simons, Robert F.			MINDFUL OBSERVANCE PREDICTS EFFICIENT COGNITIVE CONTROL: AN EEG STUDY OF THETA-BAND OSCILLATIONS	PSYCHOPHYSIOLOGY			English	Meeting Abstract	55th Annual Meeting of the Society-for-Psychophysiological-Research	SEP 30-OCT 04, 2015	Seattle, WA	Soc Psychophysiol Res		electroencephalography; mindfulness; attention			[Valadez, Emilio A.; Simons, Robert F.] Univ Delaware, Newark, DE 19716 USA				Valadez, Emilio/X-1480-2019	Valadez, Emilio/0000-0002-6614-8628					0	0	0	0	4	WILEY-BLACKWELL	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0048-5772	1469-8986		PSYCHOPHYSIOLOGY	Psychophysiology	SEP	2015	52			1	SI	1-13	S26	S26						1	Psychology, Biological; Neurosciences; Physiology; Psychology; Psychology, Experimental	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI); Conference Proceedings Citation Index - Science (CPCI-S)	Psychology; Neurosciences & Neurology; Physiology	CQ2PS					2022-08-02	WOS:000360444100119
J	Samiee, K; Kovacs, P; Gabbouj, M				Samiee, Kaveh; Kovacs, Peter; Gabbouj, Moncef			Epileptic Seizure Classification of EEG Time-Series Using Rational Discrete Short-Time Fourier Transform	IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING			English	Article						Electroencephalography (EEG); Malmquist-Takenaka system; rational functions (RFs); seizure classification; time-frequency analysis	NEURAL-NETWORK; APPROXIMATE ENTROPY; FEATURE-EXTRACTION; SYSTEM	A system for epileptic seizure detection in electroencephalography (EEG) is described in this paper. One of the challenges is to distinguish rhythmic discharges from nonstationary patterns occurring during seizures. The proposed approach is based on an adaptive and localized time-frequency representation of EEG signals by means of rational functions. The corresponding rational discrete short-time Fourier transform (DSTFT) is a novel feature extraction technique for epileptic EEG data. A multilayer perceptron classifier is fed by the coefficients of the rational DSTFT in order to separate seizure epochs from seizure-free epochs. The effectiveness of the proposed method is compared with several state-of-art feature extraction algorithms used in offline epileptic seizure detection. The results of the comparative evaluations show that the proposed method outperforms competing techniques in terms of classification accuracy. In addition, it provides a compact representation of EEG time-series.	[Samiee, Kaveh; Gabbouj, Moncef] Tampere Univ Technol, Dept Signal Proc, Tampere 33720, Finland; [Kovacs, Peter] Eotvos Lorand Univ, Dept Numer Anal, H-1117 Budapest, Hungary		Samiee, K (corresponding author), Tampere Univ Technol, Dept Signal Proc, Tampere 33720, Finland.	kaveh.samiee@tut.fi; kovika@inf.elte.hu; moncef.gabbouj@tut.fi	Kovács, Péter/H-7307-2017; Gabbouj, Moncef/G-4293-2014	Kovács, Péter/0000-0002-0772-9721; Gabbouj, Moncef/0000-0002-9788-2323					51	210	219	9	60	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	0018-9294	1558-2531		IEEE T BIO-MED ENG	IEEE Trans. Biomed. Eng.	FEB	2015	62	2					541	552		10.1109/TBME.2014.2360101	http://dx.doi.org/10.1109/TBME.2014.2360101			12	Engineering, Biomedical	Science Citation Index Expanded (SCI-EXPANDED)	Engineering	AZ5ZK	25265603		Y	N	2022-08-02	WOS:000348297000016
J	van Diessen, E; Senders, J; Jansen, FE; Boersma, M; Bruining, H				van Diessen, Eric; Senders, Joeky; Jansen, Floor E.; Boersma, Maria; Bruining, Hilgo			Increased power of resting-state gamma oscillations in autism spectrum disorder detected by routine electroencephalography	EUROPEAN ARCHIVES OF PSYCHIATRY AND CLINICAL NEUROSCIENCE			English	Article						Autism; Autism spectrum disorder; EEG; Gamma oscillations; Spectral analysis	EEG; CHILDREN	Experimental studies suggest that increased resting-state power of gamma oscillations is associated with autism spectrum disorder (ASD). To extend the clinical applicability of this finding, we retrospectively investigated routine electroencephalography (EEG) recordings of 19 patients with ASD and 19 age- and gender-matched controls. Relative resting-state condition gamma spectral power was variable, but on average significantly increased in children with ASD. This effect remained when excluding electrodes associated with myogenic gamma activity. These findings further indicate that increased resting-state gamma activity characterizes a subset of ASD and may also be detected by routine EEG as a clinically accessible and well-tolerated investigation.	[van Diessen, Eric; Jansen, Floor E.] Univ Med Ctr Utrecht, Brain Ctr Rudolf Magnus, Dept Pediat Neurol, NL-3508 GA Utrecht, Netherlands; [Senders, Joeky; Bruining, Hilgo] Univ Med Ctr Utrecht, Brain Ctr Rudolf Magnus, Dept Psychiat, NL-3508 GA Utrecht, Netherlands; [Boersma, Maria] Univ Utrecht, Fac Social & Behav Sci, Dept Dev Psychol, Utrecht, Netherlands; [Bruining, Hilgo] Brain Ctr Rudolf Magnus, Dept Translat Neurosci, Utrecht, Netherlands		Bruining, H (corresponding author), Univ Med Ctr Utrecht, Brain Ctr Rudolf Magnus, Dept Psychiat, Heidelberglaan 100,POB 85500, NL-3508 GA Utrecht, Netherlands.	E.vanDiessen-3@umcutrecht.nl; h.bruining@umcutrecht.nl							15	39	39	0	31	SPRINGER HEIDELBERG	HEIDELBERG	TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY	0940-1334	1433-8491		EUR ARCH PSY CLIN N	Eur. Arch. Psych. Clin. Neurosci.	SEP	2015	265	6					537	540		10.1007/s00406-014-0527-3	http://dx.doi.org/10.1007/s00406-014-0527-3			4	Clinical Neurology; Psychiatry	Science Citation Index Expanded (SCI-EXPANDED)	Neurosciences & Neurology; Psychiatry	CP3ZI	25182536	Green Submitted			2022-08-02	WOS:000359821300010
