PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Roach, BJ; Mathalon, DH				Roach, Brian J.; Mathalon, Daniel H.			Event-related EEG time-frequency analysis: An overview of measures and an analysis of early gamma band phase locking in schizophrenia	SCHIZOPHRENIA BULLETIN			English	Article						time-frequency analysis; EEG; power; phase	NEURAL SYNCHRONY; OSCILLATIONS; COHERENCE; RESPONSES; DYNAMICS; HUMANS; POWER; ELECTROENCEPHALOGRAM; PERCEPTION; SPECTRUM	An increasing number of schizophrenia studies have been examining electroencephalography (EEG) data using time-frequency analysis, documenting illness-related abnormalities in neuronal oscillations and their synchronization, particularly in the gamma band. In this article, we review common methods of spectral decomposition of EEG, time-frequency analyses, types of measures that separately quantify magnitude and phase information from the EEG, and the influence of parameter choices on the analysis results. We then compare the degree of phase locking (ie, phase-locking factor) of the gamma band (36-50 Hz) response evoked about 50 milliseconds following the presentation of standard tones in 22 healthy controls and 21 medicated patients with schizophrenia. These tones were presented as part of an auditory oddball task performed by subjects while EEG was recorded from their scalps. The results showed prominent gamma band phase locking at frontal electrodes between 20 and 60 milliseconds following tone onset in healthy controls that was significantly reduced in patients with schizophrenia (P = .03). The finding suggests that the early-evoked gamma band response to auditory stimuli is deficiently synchronized in schizophrenia. We discuss the results in terms of pathophysiological mechanisms compromising event-related gamma phase synchrony in schizophrenia and further attempt to reconcile this finding with prior studies that failed to find this effect.	[Roach, Brian J.; Mathalon, Daniel H.] No Calif Inst Res & Educ, San Francisco, CA USA; [Mathalon, Daniel H.] Univ Calif San Francisco, San Francisco, CA 94143 USA; [Roach, Brian J.; Mathalon, Daniel H.] Vet Affairs Med Ctr, Mental Hlth Serv, San Francisco, CA 94121 USA		Mathalon, DH (corresponding author), VAMC 116D, 4150 Clement St, San Francisco, CA 94121 USA.	daniel.mathalon@ucsf.edu	Mathalon, Daniel H/AEE-5878-2022	Mathalon, Daniel H/0000-0001-6090-4974; Roach, Brian/0000-0002-3264-1465	Department of Veterans Affairs; National Institute of Mental Health [MH058262]; National Alliance for Research in Schizophrenia and Affective Disorders; NATIONAL INSTITUTE OF MENTAL HEALTH [R01MH076989] Funding Source: NIH RePORTER; Veterans Affairs [I01CX000497] Funding Source: NIH RePORTER	Department of Veterans Affairs(US Department of Veterans Affairs); National Institute of Mental Health(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Mental Health (NIMH)); National Alliance for Research in Schizophrenia and Affective Disorders(NARSAD); NATIONAL INSTITUTE OF MENTAL HEALTH(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Mental Health (NIMH)); Veterans Affairs(US Department of Veterans Affairs)	This work was supported by the Department of Veterans Affairs and grants from the National Institute of Mental Health (MH058262) and the National Alliance for Research in Schizophrenia and Affective Disorders.		82	369	376	4	57	OXFORD UNIV PRESS	OXFORD	GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND	0586-7614	1745-1701		SCHIZOPHRENIA BULL	Schizophr. Bull.	SEP	2008	34	5					907	926		10.1093/schbul/sbn093	http://dx.doi.org/10.1093/schbul/sbn093			20	Psychiatry	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Psychiatry	349ZQ	18684772	Green Published, Bronze, Green Submitted			2022-08-02	WOS:000259322600013
C	Vialatte, FB; Sole-Casals, J; Cichocki, A			IEEE	Vialatte, F. B.; Sole-Casals, J.; Cichocki, A.			EEG windowed statistical wavelet deviation for estimation of muscular artifacts	2007 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH, AND SIGNAL PROCESSING, VOL IV, PTS 1-3	International Conference on Acoustics Speech and Signal Processing ICASSP		English	Proceedings Paper	32nd IEEE International Conference on Acoustics, Speech and Signal Processing	APR 15-20, 2007	Honolulu, HI	IEEE Signal Proc Soc		electroencephalography; electromyography; wavelet transforms; biomedical signal processing	OSCILLATIONS; RECORDINGS; SEPARATION	Electroencephalographic (EEG) recordings are, most of the times, corrupted by spurious artifacts, which should be rejected or cleaned by the practitioner. As human scalp EEG screening is error-prone, automatic artifact detection is an issue of capital importance, to ensure objective and reliable results. In this paper we propose a new approach for discrimination of muscular activity in the human scalp quantitative EEG (QEEG), based on the time-frequency shape analysis. The impact of the muscular activity on the EEG can be evaluated from this methodology. We present an application of this scoring as a preprocessing step for EEG signal analysis, in order to evaluate the amount of muscular activity for two set of EEG recordings for dementia patients with early stage of Alzheimer's disease and control age-matched subjects.	[Vialatte, F. B.; Cichocki, A.] RIKEN, Brain Sci Inst, LABSP, Wako, Saitama, Japan; [Sole-Casals, J.] Univ Vic, Barcelona, Spain		Vialatte, FB (corresponding author), RIKEN, Brain Sci Inst, LABSP, Wako, Saitama, Japan.		Solé-Casals, Jordi/B-7754-2008; Vialatte, Francois/C-5245-2009; Cichocki, Andrzej/AAI-4209-2020; Cichocki, Andrzej/A-1545-2015	Solé-Casals, Jordi/0000-0002-6534-1979; Vialatte, Francois/0000-0002-9162-4278; Cichocki, Andrzej/0000-0002-8364-7226					17	1	1	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1520-6149			INT CONF ACOUST SPEE			2007							1161	+						2	Acoustics; Engineering, Electrical & Electronic; Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Acoustics; Engineering; Telecommunications	BGO04					2022-08-02	WOS:000248909200291
C	Piroska, H; Janos, S		Iantovics, B; Enachescu, C; Filip, F		Piroska, Haller; Janos, Szalai			Specific Movement Detection In EEG Signal Using Time-Frequency Analysis	COMPLEXITY IN ARTIFICIAL AND NATURAL SYSTEMS, PROCEEDINGS			English	Proceedings Paper	International Conference on Complexity and Intelligence of the Artificial and Natural Complex Systems - Medical Applications of the Compex Systems Biomedical Computing	NOV 08-10, 2008	Petu Maior Univ Tg, Mures, ROMANIA		Petu Maior Univ Tg	electroencephalography (EEG); time-frequency analysis (TFA); brain-computer interface (BCI)		This paper presents a methodology and recommended parameter setting, for representation in time frequency scale the EEG signals. It refines the detection of event-related changes in the signals, revealing specific patterns of rhythms, for actual and intended physical movement. The result shows that, with well defined window length it is possible to improve localization of specific frequencies. This lead to the fact, that actual muscle activity form can be identified from electromagnetic activity of the brain.	[Piroska, Haller] Petru Maior Univ, Targu Mures, Romania		Piroska, H (corresponding author), Petru Maior Univ, Targu Mures, Romania.	phaller@integrasoft.ro; szalai@gmail.com	Haller, Piroska/K-9941-2019	Haller, Piroska/0000-0002-5611-2429					6	0	0	0	0	EDITURA UNIVERSITATII PETRU MAIOR TARGU-MURES	TG MURES	STR N LORGA NR 1, TG MURES, 540088, ROMANIA			978-973-7794-76-5				2008							230	236						7	Computer Science, Artificial Intelligence; Computer Science, Hardware & Architecture; Computer Science, Theory & Methods	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science	BJD31					2022-08-02	WOS:000264924800032
J	Wang, DS; Wu, JL				Wang, Dashun; Wu, Jinglong			Measurement and analysis of human characteristics of directional memory by electroencephalography for the brain-computer interface system	INFORMATION-AN INTERNATIONAL INTERDISCIPLINARY JOURNAL			English	Article						Brain-Computer Interface (BCI); electroencephalography (EEG); human directional memory	EEG; INFORMATION; CAPACITY	To investigate human characteristics of directional memory for the Brain-Computer Interface (BCI) system, we designed an electroencephalography (EEG) experiment in which subjects' EEG signals were measured and analyzed in several phases when directional memory tasks were presented. According to the results of our analysis of the EEG experimental data, the various EEG components followed different variations of rules in different directional memory phases (i.e., learn, maintain, and reproduce). The results indicated that the directional control of the BCI system can use different EEG signals in time and frequency domains. The results of the present study provide basic data for determining directional control of the BCI system.	[Wang, Dashun] Kagawa Univ, Grad Sch Engn, Takamatsu, Kagawa 760, Japan; [Wu, Jinglong] Kagawa Univ, Fac Engn, Dept Intelligent Mech Syst, Takamatsu, Kagawa 7610396, Japan		Wang, DS (corresponding author), Kagawa Univ, Grad Sch Engn, Takamatsu, Kagawa 760, Japan.	wu@eng.kagawa-u.ac.jp							11	0	0	0	2	INT INFORMATION INST	TOKYO	FAC ENG, HOSEI UNIV, KOGANEI, TOKYO, 184-8584, JAPAN	1343-4500	1344-8994		INFORMATION-TOKYO	Information	JAN	2008	11	1					69	75						7	Engineering, Multidisciplinary	Science Citation Index Expanded (SCI-EXPANDED)	Engineering	289YS					2022-08-02	WOS:000255090400005
B	Yordanova, J; Kolev, V		Schmidt, LA; Segalowitz, SJ		Yordanova, Juliana; Kolev, Vasil			Event-Related Brain Oscillations in Normal Development	DEVELOPMENTAL PSYCHOPHYSIOLOGY: THEORY, SYSTEMS, AND METHODS			English	Article; Book Chapter							GAMMA-BAND RESPONSES; TIME-FREQUENCY ANALYSIS; SINGLE-SWEEP ANALYSIS; EEG DESYNCHRONIZATION; LATENCY VARIABILITY; EVOKED POTENTIALS; THETA-RESPONSE; VISUAL-STIMULI; PHASE-LOCKING; ALPHA RHYTHMS		[Yordanova, Juliana; Kolev, Vasil] Bulgarian Acad Sci, Inst Neurobiol, BG-1040 Sofia, Bulgaria		Yordanova, J (corresponding author), Bulgarian Acad Sci, Inst Neurobiol, BG-1040 Sofia, Bulgaria.		Kolev, Vasil/B-4595-2008; Yordanova, Juliana/I-4690-2014	Kolev, Vasil/0000-0002-2694-2149; Yordanova, Juliana/0000-0003-4500-1122					119	16	17	0	1	CAMBRIDGE UNIV PRESS	CAMBRIDGE	THE PITT BUILDING, TRUMPINGTON ST, CAMBRIDGE CB2 1RP, CAMBS, ENGLAND			978-0-52182-106-3				2008							15	68						54	Psychology, Clinical; Neurosciences; Physiology; Psychology	Book Citation Index – Social Sciences & Humanities (BKCI-SSH); Book Citation Index – Science (BKCI-S)	Psychology; Neurosciences & Neurology; Physiology	BYC77					2022-08-02	WOS:000297993600004
C	Dauwels, J; Rutkowski, TM; Vialatte, F; Cichocki, A			IEEE	Dauwels, Justin; Rutkowski, Tomasz M.; Vialatte, Francois; Cichocki, Andrzej			On the synchrony of empirical mode decompositions with application to electroencephalography	2008 IEEE INTERNATIONAL CONFERENCE ON ACOUSTICS, SPEECH AND SIGNAL PROCESSING, VOLS 1-12	International Conference on Acoustics Speech and Signal Processing ICASSP		English	Proceedings Paper	33rd IEEE International Conference on Acoustics, Speech and Signal Processing	MAR 30-APR 04, 2008	Las Vegas, NV			electroencephalography; time-frequency analysis; synchronization; spectral analysis; Hilbert transforms	FREQUENCY; MEG	A novel approach to measure the interdependence of time series is proposed, based on the alignment ("matching") of their Huang-Hilbert spectra. The method consists of three steps: first, empirical modes are extracted from the signals; those functions carry non-linear and non-stationary components in frequency limited bands. Second, the empirical modes are Hilbert transformed, resulting in very sharply localized ridges in the time-frequency plane; the obtained time-frequency representations are known as Huang-Hilbert spectra. At last, the latter are pairwise aligned by means of the stochastic-event synchrony method (SES), a recently proposed procedure to match pairs of multi-dimensional point processes. The level of similarity of two Huang-Hilbert spectra is quantified by three parameters: timing and frequency jitter of coincident ridges, and fraction of non-coincident ridges. The proposed method is used to detect steady-state visually evoked potentials (SSVEP) in electroencephalography (EEG) signals; numerical results indicate that the method is vastly more sensitive to SSVEP than classical synchrony measures, and therefore, it may prove to be useful in applications such as brain-computer interfaces. Although the paper mostly deals with EEG, the presented synchrony measure may also be applied to other kinds of time series.	[Dauwels, Justin] RIKEN, Brain Sci Inst, Amari Res Unit, Wako, Saitama, Japan; [Rutkowski, Tomasz M.; Vialatte, Francois; Cichocki, Andrzej] RIKEN, Brain Sci Inst, Adv Brain Signal Proc Lab, Wako, Saitama, Japan		Dauwels, J (corresponding author), RIKEN, Brain Sci Inst, Amari Res Unit, Wako, Saitama, Japan.	justin@dauwels.com; tomek@brain.riken.jp; fvialatte@brain.riken.jp; cia@brain.riken.jp	Rutkowski, Tomasz/AAO-7976-2020; Rutkowski, Tomasz M/D-2445-2015; Dauwels, .Justin/A-5034-2011; Vialatte, Francois/C-5245-2009; Cichocki, Andrzej/AAI-4209-2020; Cichocki, Andrzej/A-1545-2015	Rutkowski, Tomasz/0000-0002-4259-4121; Rutkowski, Tomasz M/0000-0002-4259-4121; Vialatte, Francois/0000-0002-9162-4278; Cichocki, Andrzej/0000-0002-8364-7226					14	2	2	0	3	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1520-6149		978-1-4244-1483-3	INT CONF ACOUST SPEE			2008							473	+		10.1109/ICASSP.2008.4517649	http://dx.doi.org/10.1109/ICASSP.2008.4517649			2	Acoustics; Computer Science, Artificial Intelligence; Computer Science, Cybernetics; Engineering, Biomedical; Engineering, Electrical & Electronic; Mathematical & Computational Biology; Imaging Science & Photographic Technology; Radiology, Nuclear Medicine & Medical Imaging; Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Acoustics; Computer Science; Engineering; Mathematical & Computational Biology; Imaging Science & Photographic Technology; Radiology, Nuclear Medicine & Medical Imaging; Telecommunications	BHY47					2022-08-02	WOS:000257456700119
C	Zuo, ZQ; Sadasivan, P		Sanei, S; Chambers, JA; McWhirter, J; Hicks, Y; Constantinides, AG		Zuo, Ziqiang; Sadasivan, Puthusserypady			Analysis of schizophrenic EEG synchrony using empirical mode decomposition	PROCEEDINGS OF THE 2007 15TH INTERNATIONAL CONFERENCE ON DIGITAL SIGNAL PROCESSING			English	Proceedings Paper	15th International Conference on Digital Signal Processing	JUL 01-04, 2007	Cardiff Univ, Cardiff, WALES	IEEE UK & Republic Ireland Sect	Cardiff Univ	empirical mode decomposition; phase synchronization; schizophrenia; electroencephalogram (EEG)		Phase synchronization of neuron oscillations is believed to be abnormal in schizophrenic patients, and has attracted the interests of many researchers. For multicomponent Signals such as electroencephalogram (EEG), since the trajectory rotates around multi-centers in the complex plane, phase is not meaningful. Usually Fourier based (linear) time-frequency decomposition (e.g. wavelet transform) has been used to analyze the degree of phase synchronization in each time-frequency bin. Considering the nonlinear nature of neuron Oscillations, in this paper, we analyze phase synchronization from a different view point. by decomposing the signal into several intrinsic modes using empirical mole decomposition (EMD), each of which can be nonlinear and non-stationary. The results obtained from simulated signals and real EEG signal indicate that EMD might be more accurate to the real dynamics of the oscillation process than time-frequency decomposition.	[Zuo, Ziqiang; Sadasivan, Puthusserypady] Natl Univ Singapore, Dept Elect & Comp Engn, 4 Engn Sr 3, Singapore 117576, Singapore		Sadasivan, P (corresponding author), Natl Univ Singapore, Dept Elect & Comp Engn, 4 Engn Sr 3, Singapore 117576, Singapore.	elespk@nus.edu.sg	Puthusserypady, Sadasivan/N-3551-2015	Puthusserypady, Sadasivan/0000-0001-7564-2612					12	8	8	0	4	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4244-0881-8				2007							131	+						2	Computer Science, Interdisciplinary Applications; Computer Science, Theory & Methods; Engineering, Electrical & Electronic; Imaging Science & Photographic Technology	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science; Engineering; Imaging Science & Photographic Technology	BGQ10					2022-08-02	WOS:000249666900034
J	Linkenkaer-Hansen, K; Smit, DJA; Barkil, A; van Beijsterveldt, TEM; Brussaard, AB; Boomsma, DI; van Ooyen, A; de Geus, EJC				Linkenkaer-Hansen, Klaus; Smit, Dirk J. A.; Barkil, Andre; van Beijsterveldt, Toos E. M.; Brussaard, Arjen B.; Boomsma, Dorret I.; van Ooyen, Arjen; de Geus, Eco J. C.			Genetic contributions to long-range temporal correlations in ongoing oscillations	JOURNAL OF NEUROSCIENCE			English	Article						ongoing oscillations; long-range temporal correlations; twins; heritability; detrended fluctuation analysis; EEG	WORKING-MEMORY TASK; THETA-OSCILLATIONS; ENVIRONMENTAL-INFLUENCES; NEURONAL AVALANCHES; BRAIN OSCILLATIONS; SCALING BEHAVIOR; ANALYTIC PHASE; BACKGROUND EEG; TIME-SERIES; DYNAMICS	The amplitude fluctuations of ongoing oscillations in the electroencephalographic (EEG) signal of the human brain show autocorrelations that decay slowly and remain significant at time scales up to tens of seconds. We call these long-range temporal correlations (LRTC). Abnormal LRTC have been observed in several brain pathologies, but it has remained unknown whether genetic factors influence the temporal correlation structure of ongoing oscillations. We recorded the ongoing EEG during eyes-closed rest in 390 monozygotic and dizygotic twins and investigated the temporal structure of ongoing oscillations in the alpha-and beta-frequency bands using detrended fluctuation analysis (DFA). The strength of LRTC was more highly correlated in monozygotic than in dizygotic twins. Statistical analysis attributed up to similar to 60% of the variance in DFA to genetic factors, indicating a high heritability for the temporal structure of amplitude fluctuations in EEG oscillations. Importantly, the DFA and EEG power were uncorrelated. LRTC in ongoing oscillations are robust, heritable, and independent of power, suggesting that LRTC and oscillation power are governed by distinct biophysical mechanisms and serve different functions in the brain. We propose that the DFA method is an important complement to classical spectral analysis in fundamental and clinical research on ongoing oscillations.	[Linkenkaer-Hansen, Klaus; Smit, Dirk J. A.; Barkil, Andre; van Beijsterveldt, Toos E. M.; Brussaard, Arjen B.; Boomsma, Dorret I.; van Ooyen, Arjen; de Geus, Eco J. C.] Vrije Univ Amsterdam, Dept Expt Neurophysiol, Ctr Neurogenom & Cognit Res, Inst Neurosci, NL-1081 HV Amsterdam, Netherlands; [Smit, Dirk J. A.; van Beijsterveldt, Toos E. M.; Boomsma, Dorret I.; de Geus, Eco J. C.] Vrije Univ Amsterdam, Dept Biol Psychol, NL-1081 BT Amsterdam, Netherlands		Linkenkaer-Hansen, K (corresponding author), Vrije Univ Amsterdam, Dept Expt Neurophysiol, Ctr Neurogenom & Cognit Res, Inst Neurosci, De Boelelaan 1085, NL-1081 HV Amsterdam, Netherlands.	klaus.linkenkaer@cncr.vu.nl	Smit, Dirk/F-4417-2012; Linkenkaer-Hansen, Klaus/A-6757-2009; de Geus, Eco/M-9318-2015	Barkil-Oteo, Andres/0000-0003-0184-1998; Smit, Dirk/0000-0001-8301-8860; Linkenkaer-Hansen, Klaus/0000-0003-2140-9780; de Geus, Eco/0000-0001-6022-2666; van Beijsterveldt, Toos/0000-0002-6617-4201					53	90	91	0	3	SOC NEUROSCIENCE	WASHINGTON	11 DUPONT CIRCLE, NW, STE 500, WASHINGTON, DC 20036 USA	0270-6474			J NEUROSCI	J. Neurosci.	DEC 12	2007	27	50					13882	13889		10.1523/JNEUROSCI.3083-07.2007	http://dx.doi.org/10.1523/JNEUROSCI.3083-07.2007			8	Neurosciences	Science Citation Index Expanded (SCI-EXPANDED)	Neurosciences & Neurology	240VJ	18077700	Green Published, Bronze			2022-08-02	WOS:000251616000032
J	Rangaswamy, M; Porjesz, B				Rangaswamy, Madhavi; Porjesz, Bernice			FROM EVENT-RELATED POTENTIAL TO OSCILLATIONS Genetic Diathesis in Brain (Dys)Function and Alcohol Dependence	ALCOHOL RESEARCH & HEALTH			English	Article						Alcoholism; alcohol disorders; children of alcoholics; alcohol-related genetic factors; risk factors; genetic markers; brain function; brain wave; brain activity diagnosis; neuroimaging; electroencephalography (EEG); event-related potential (ERP); P3 amplitude; event-related oscillation (ERO)	CHRM2 GENE; CHOLINERGIC MODULATION; DRUG-DEPENDENCE; THETA; GAMMA; P300; ASSOCIATION; RESPONSES; DELTA; EEG		[Rangaswamy, Madhavi; Porjesz, Bernice] Suny Downstate Med Ctr, Henri Begleiter Neurodynam Lab, Brooklyn, NY 11203 USA		Rangaswamy, M (corresponding author), Suny Downstate Med Ctr, Henri Begleiter Neurodynam Lab, Brooklyn, NY 11203 USA.		Rangaswamy, Madhavi/W-3197-2019	Rangaswamy, Madhavi/0000-0002-6140-889X					37	11	11	0	3	NATL INST ALCOHOL ABUSE  ALCOHOLISM	ROCKVILLE	6000 EXECUTIVE BLVD, ROCKVILLE, MD 20892-7003 USA	1535-7414	1930-0573		ALCOHOL RES HEALTH	Alcohol Res. Health		2008	31	3					238	242						5	Substance Abuse	Social Science Citation Index (SSCI)	Substance Abuse	374TL	23584866				2022-08-02	WOS:000261066500006
J	Olbrich, E; Wennekers, T				Olbrich, E.; Wennekers, T.			Dynamics of parameters of neurophysiological models from phenomenological EEG modeling	NEUROCOMPUTING			English	Article; Proceedings Paper	15th Annual Computational Neuroscience Meeting	JUL, 2006	Edinburgh, SCOTLAND			EEG; oscillations; data analysis; sleep; slow oscillation; thalamocortical network	HUMAN SLEEP EEG	We investigate a recently proposed method for the analysis of oscillatory patterns in EEG data, with respect to its capacity of further quantifying processes on slower (< 1 Hz) time scales. The method is based on modeling the EEG time series by linear autoregressive (AR) models with time dependent parameters. Systems described by such linear models can be interpreted as a set of coupled stochastically driven oscillators with time dependent frequencies and damping coefficients. It is an open question to which extent the estimated frequencies and dampings correspond to true properties of oscillatory eigenmodes in the underlying networks. The present study investigates this relationship using simple neural network models to generate artificial data with controllable properties. We demonstrate that the method detects changes of the eigenmodes induced by slow parameter changes of the network very well. (c) 2006 Elsevier B.V. All rights reserved.	Max Planck Inst Math Sci, D-04103 Leipzig, Germany; Univ Plymouth, Ctr Theoret & Computat Neurosci, Plymouth PL4 8AA, Devon, England		Olbrich, E (corresponding author), Max Planck Inst Math Sci, Inselstr 22, D-04103 Leipzig, Germany.	olbrich@mis.mpg.de	Olbrich, Eckehard/A-2339-2010	Olbrich, Eckehard/0000-0002-3987-1271					9	6	6	0	3	ELSEVIER SCIENCE BV	AMSTERDAM	PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS	0925-2312			NEUROCOMPUTING	Neurocomputing	JUN	2007	70	10-12			SI		1848	1852		10.1016/j.neucom.2006.10.108	http://dx.doi.org/10.1016/j.neucom.2006.10.108			5	Computer Science, Artificial Intelligence	Conference Proceedings Citation Index - Science (CPCI-S); Science Citation Index Expanded (SCI-EXPANDED)	Computer Science	178IV					2022-08-02	WOS:000247215300049
