PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Jezek, P; Moucek, R				Jezek, Petr; Moucek, Roman			SYSTEM FOR EEG/ERP DATA AND METADATA STORAGE AND MANAGEMENT	NEURAL NETWORK WORLD			English	Article						Electroencephalography; event-related potentials; EEG/ERP experiments; relational database; web interface; data search; user accounts management; system security; data format converters		The purpose of this paper is to introduce a system for EEG/ERP (electroencephalography, event-related potentials) data and metadata storage and processing and to summarize the authors' research in this field. Since researchers have difficulties with a suitable long-term storage and management of electrophysiology data the presented system helps them to increase both efficiency and effectiveness of their work by providing the means for the storage, management, search and sharing of EEG/ERP data. The requirements specification including the system context, system requirements, project scope, basic features, system users, and data formats and metadata structures are presented. The database structure is proposed; upload, download and interchange of EEG/ERP data and metadata using the web interface are described. The system architecture, used technologies and the final realization are described. Data and metadata search over the system and user accounts including system security management are also presented. Additional tools and structures as converters of data formats and semantic web ontology are mentioned.	[Jezek, Petr; Moucek, Roman] Univ W Bohemia, Dept Comp Sci & Engn, Plzen, Czech Republic		Moucek, R (corresponding author), Univ W Bohemia, Dept Comp Sci & Engn, Plzen, Czech Republic.	jezekp@kiv.zcu.cz; moucek@kiv.zcu.cz	Jezek, Petr/B-9264-2012; Mouček, Roman/C-6853-2018	Jezek, Petr/0000-0002-2720-9395; Moucek, Roman/0000-0002-4665-8946	Ministry of Education, Youth and Sport of the Czech Republic [ME 949]	Ministry of Education, Youth and Sport of the Czech Republic(Ministry of Education, Youth & Sports - Czech Republic)	The work was supported by the Ministry of Education, Youth and Sport of the Czech Republic under the grant ME 949.		7	7	7	1	10	ACAD SCIENCES CZECH REPUBLIC, INST COMPUTER SCIENCE	182 07 PRAGUE 8	POD VODARENSKOU VEZI 2, 182 07 PRAGUE 8, 00000, CZECH REPUBLIC	1210-0552			NEURAL NETW WORLD	Neural Netw. World		2012	22	3					277	290		10.14311/NNW.2012.22.016	http://dx.doi.org/10.14311/NNW.2012.22.016			14	Computer Science, Artificial Intelligence	Science Citation Index Expanded (SCI-EXPANDED)	Computer Science	979LI		Bronze			2022-08-02	WOS:000306821100004
J	Antons, JN; Schleicher, R; Arndt, S; Moller, S; Porbadnigk, AK; Curio, G				Antons, Jan-Niklas; Schleicher, Robert; Arndt, Sebastian; Moeller, Sebastian; Porbadnigk, Anne K.; Curio, Gabriel			Analyzing Speech Quality Perception Using Electroencephalography	IEEE JOURNAL OF SELECTED TOPICS IN SIGNAL PROCESSING			English	Article						Electroencephalography (EEG); perception; processing; speech quality	MISMATCH NEGATIVITY; EEG; COMPONENT; ERP	Common speech quality evaluation methods rely on self-reported opinions after perceiving test stimuli. Whereas these methods-when carefully applied-provide valid and reliable quality indices, they provide little insight into the processes underlying perception and judgment. In this paper, we analyze the performance of electroencephalography (EEG) for indicating different types of degradations in speech stimuli. We show that a certain EEG technique, event-related-potentials (ERP) analysis, is a useful and valid tool in quality research. Three experiments are reported which show that quality degradations can be monitored in conscious and presumably non-conscious stages of processing. Potential and limitations of the approach are discussed and lines of future research are drawn.	[Antons, Jan-Niklas; Schleicher, Robert; Arndt, Sebastian; Moeller, Sebastian] Berlin Inst Technol, Qual & Usabil Lab, D-10587 Berlin, Germany; [Porbadnigk, Anne K.] Berlin Inst Technol, Machine Learning Lab, D-10587 Berlin, Germany; [Porbadnigk, Anne K.] Bernstein Ctr Computat Neurosci Berlin, Grad Sch Sensory Computat Neural Syst GRK 1589, D-10099 Berlin, Germany; [Curio, Gabriel] Charite Univ Med Berlin, Dept Neurol & Clin Neurophysiol, D-12200 Berlin, Germany		Antons, JN (corresponding author), Berlin Inst Technol, Qual & Usabil Lab, D-10587 Berlin, Germany.	jan-niklas.antons@telekom.de; robert.schleicher@telekom.de; sebas-tian.arndt@telekom.de; sebastian.moeller@telekom.de; anne.k.porbad-nigk@tu-berlin.de; gabriel.curio@charite.de		Curio, Gabriel/0000-0002-3377-7735; Voigt-Antons, Jan-Niklas/0000-0002-2786-9262	Bernstein Focus: Neurotechnology-Berlin (BFNT-B); Federal Ministry of Education and Research (BMBF) [FKZ 01GQ0850]	Bernstein Focus: Neurotechnology-Berlin (BFNT-B); Federal Ministry of Education and Research (BMBF)(Federal Ministry of Education & Research (BMBF))	This work was supported by the Bernstein Focus: Neurotechnology-Berlin (BFNT-B) by the Federal Ministry of Education and Research (BMBF) grant FKZ 01GQ0850. The associate editor coordinating the review of this manuscript and approving it for publication was Prof. Philip Loizou.		43	41	41	1	6	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	1932-4553	1941-0484		IEEE J-STSP	IEEE J. Sel. Top. Signal Process.	OCT	2012	6	6					721	731		10.1109/JSTSP.2012.2191936	http://dx.doi.org/10.1109/JSTSP.2012.2191936			11	Engineering, Electrical & Electronic	Science Citation Index Expanded (SCI-EXPANDED)	Engineering	008MR					2022-08-02	WOS:000308961600011
J	Ahirwal, MK; Kumar, A; Singh, GK				Ahirwal, Mitul Kumar; Kumar, Anil; Singh, Girish Kumar			Analysis and Testing of PSO Variants through Application in EEG/ERP Adaptive Filtering Approach	BIOMEDICAL ENGINEERING LETTERS			English	Article						Adaptive filters; EEG/ERP; Extraction; PSO; CWI-PSO; LDI-PSO; CFI-PSO; NLI-PSO; DI-PSO	VISUAL-EVOKED POTENTIALS; EVENT-RELATED POTENTIALS; OCULAR ARTIFACTS; REMOVAL; EEG; ELECTROENCEPHALOGRAM; REDUCTION	Introduction An improved method for adaptive noise canceller (ANC) is proposed for electroencephalography (EEG)/event related potential (ERP) filtering in case of EEG self interference. ANC is implemented through five versions of Particles Swarm Optimization (PSO) technique. Methods A comparative study of the performance of PSO and its different versions such as constant weighted inertia PSO (CWI PSO), linear decay inertia PSO (LDI-PSO), constriction factors inertia PSO (CFI-PSO), nonlinear inertia PSO (NLI-PSO), and dynamic inertia PSO (DI-PSO) has been done. Fidelity parameters like signal to noise ratio (SNR) in dB, correlation between resultant and template ERP, and mean square error (MSE) are observed with varying range of particles and inertia weights. Results In this the results of two data sets, simulated ERP and real visual evoked potential (VEP) are compared. Fidelity parameters as well as quality (shape) of extracted ERP are determined with Kurtosis and skewness measures. Conclusions From the simulation results and comparative studies, it is found that that NLI and LDI version of PSO are most suitable for ANC for ERP filtering.	[Ahirwal, Mitul Kumar; Kumar, Anil] PDPM Indian Inst Informat Technol Design & Mfg, Jabalpur 482011, MP, India; [Singh, Girish Kumar] Indian Inst Technol, Dept Elect Engn, Roorkee 247667, Uttrakhand, India		Kumar, A (corresponding author), PDPM Indian Inst Informat Technol Design & Mfg, Jabalpur 482011, MP, India.	anilkdee@gmail.com	Ahirwal, Mitul Kumar/AAX-3364-2020; Ahirwal, Mitul Kumar/W-7289-2019; Dr. Anil Kumar, M.Tech &/Q-6680-2016	Ahirwal, Mitul Kumar/0000-0001-5346-7008; Dr. Anil Kumar, M.Tech &/0000-0002-3945-4646					35	31	31	16	54	SPRINGERNATURE	LONDON	CAMPUS, 4 CRINAN ST, LONDON, N1 9XW, ENGLAND	2093-9868	2093-985X		BIOMED ENG LETT	Biomed. Eng. Lett.	SEP	2012	2	3					186	197		10.1007/s13534-012-0071-x	http://dx.doi.org/10.1007/s13534-012-0071-x			12	Engineering, Biomedical	Emerging Sources Citation Index (ESCI)	Engineering	VG3KS					2022-08-02	WOS:000446419200007
C	Mestre, MR; Fitzgerald, WJ			IEEE	Mestre, Maria Rosario; Fitzgerald, William J.			COMPARISON OF GAUSSIAN PROCESS MODELS FOR SINGLE-TRIAL EVENT-RELATED POTENTIALS	2012 IEEE STATISTICAL SIGNAL PROCESSING WORKSHOP (SSP)			English	Proceedings Paper	IEEE Statistical Signal Processing Workshop (SSP)	AUG 05-08, 2012	Ann Arbor, MI	IEEE		event-related potentials; Gaussian process; Bayesian inference; marginal likelihood; reaction time prediction	EEG; RESPONSES	In this work we present a comparative study of Gaussian process models for single-trial event-related potentials (ERPs) in electroencephalography (EEG) recordings. Our data comes from a motor task experiment where an ERP arises before the motor response of the participant to a stimulus. We consider models based on stationary and non-stationary kernel functions. The comparison is done based on two different criteria: model likelihood and model reaction time prediction. We show how models with high likelihoods do not necessarily perform well at predicting reaction time. The non-stationary kernel function achieved the best predictive performance.	[Mestre, Maria Rosario; Fitzgerald, William J.] Univ Cambridge, Signal Proc Lab, Cambridge CB2 1TN, England		Mestre, MR (corresponding author), Univ Cambridge, Signal Proc Lab, Cambridge CB2 1TN, England.								10	0	0	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4673-0183-1				2012							428	431						4	Engineering, Electrical & Electronic	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BCE18					2022-08-02	WOS:000309943200108
J	Ohla, K; Busch, NA; Lundstrom, JN				Ohla, Kathrin; Busch, Niko A.; Lundstrom, Johan N.			Time for Taste-A Review of the Early Cerebral Processing of Gustatory Perception	CHEMOSENSORY PERCEPTION			English	Article						Taste; EEG (ERP); MEG (ERF); Event-related responses	EVENT-RELATED POTENTIALS; POSITRON-EMISSION-TOMOGRAPHY; EVOKED MAGNETIC-FIELDS; HUMAN BRAIN; CORTICAL ACTIVITY; ELECTRICAL-STIMULATION; HUMANS; CORTEX; INTENSITY; RESPONSES	The first successfully recorded event-related potential (ERP) for taste, one of our basic senses, was published nearly half a century ago. Despite this large time span, surprisingly little is known about the early neural processing of taste perception. Here, we are providing a comprehensive and critical overview of over four decades of research, with a focus on the temporal dimension of cerebral taste processing in healthy humans. For this purpose, we review studies using techniques that permit a high temporal resolution, namely, electroencephalography and magnetoencephalography, ERP, and event-related magnetic fields (ERF). Our current knowledge of taste ERP is interpreted in the context of our understanding of other, nonchemical senses. Gaps in the existing literature are identified and discussed. Finally, we suggest directions for future investigations using gustatory ERP/ERF.	[Ohla, Kathrin; Lundstrom, Johan N.] Monell Chem Senses Ctr, Philadelphia, PA 19104 USA; [Busch, Niko A.] Charite, Inst Med Psychol, D-13353 Berlin, Germany; [Busch, Niko A.] Humboldt Univ, Berlin Sch Mind & Brain, D-10099 Berlin, Germany; [Lundstrom, Johan N.] Univ Penn, Dept Psychol, Philadelphia, PA 19104 USA; [Lundstrom, Johan N.] Karolinska Inst, Dept Clin Neurosci, Stockholm, Sweden		Ohla, K (corresponding author), Monell Chem Senses Ctr, 3500 Market St, Philadelphia, PA 19104 USA.	kohla@monell.org; niko.busch@hu-berlin.de; jlundstrom@monell.org	Ohla, Kathrin/AAG-2629-2020; Lundström, Johan N./AAK-5002-2020; Lundström, Johan N/E-9482-2014	Ohla, Kathrin/0000-0001-7265-0449; Lundström, Johan N./0000-0002-3529-8981; Lundström, Johan N/0000-0002-3529-8981; Busch, Niko/0000-0003-4837-0345	National Institute on Deafness and other Communication Disorders-NIDCD [R03DC009869]; Swedish Research Council [2009-2337]; NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS [R03DC009869] Funding Source: NIH RePORTER	National Institute on Deafness and other Communication Disorders-NIDCD(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute on Deafness & Other Communication Disorders (NIDCD)); Swedish Research Council(Swedish Research CouncilEuropean Commission); NATIONAL INSTITUTE ON DEAFNESS AND OTHER COMMUNICATION DISORDERS(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute on Deafness & Other Communication Disorders (NIDCD))	This work was supported by the National Institute on Deafness and other Communication Disorders-NIDCD (R03DC009869) and the Swedish Research Council (2009-2337) awarded to JNL. The authors are grateful to Andrea Lordan for the valuable comments on an earlier version of this manuscript.		72	26	26	2	35	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	1936-5802	1936-5810		CHEMOSENS PERCEPT	Chemosens. Percept.	MAR	2012	5	1					87	99		10.1007/s12078-011-9106-4	http://dx.doi.org/10.1007/s12078-011-9106-4			13	Food Science & Technology; Neurosciences	Science Citation Index Expanded (SCI-EXPANDED)	Food Science & Technology; Neurosciences & Neurology	936HZ	23606923	Green Accepted			2022-08-02	WOS:000303582800012
J	Engell, AD; Huettel, S; McCarthy, G				Engell, Andrew D.; Huettel, Scott; McCarthy, Gregory			The fMRI BOLD signal tracks electrophysiological spectral perturbations, not event-related potentials	NEUROIMAGE			English	Article						EEG; ECoG; ERP; Gamma; Hemodynamic	GAMMA-OSCILLATIONS; HEMODYNAMIC SIGNALS; VISUAL-CORTEX; AREAS; EEG	Functional magnetic resonance imaging (fMRI) and electroencephalography (EEG) are primary tools of the psychological neurosciences. It is therefore important to understand the relationship between hemodynamic and electrophysiological responses. An early study by Huettel and colleagues found that the coupling of fMRI blood-oxygen-level-dependent signal (BOLD) and subdurally-recorded signal-averaged event-related potentials (ERPs) was not consistent across brain regions. Instead, a growing body of evidence now indicates that hemodynamic changes measured by fMRI reflect non-phase-locked changes in high frequency power rather than the phase-locked ERP. Here, we revisit the data from Huettel and colleagues and measure event-related spectral perturbations (ERSPs) to examine the time course of frequency changes. We found that, unlike the ERP, gamma-ERSP power was consistently coupled with the hemodynamic response across three visual cortical regions. Stimulus duration modulated the BOLD signal and the gamma-ERSP in the peri-calcarine and fusiform cortices, whereas there was no such modulation of either physiological signal in the lateral temporal-occipital cortex. This finding reconciles the original report with the more recent literature and demonstrates that the ERP and ERSP reflect dissociable aspects of neural activity. (C) 2011 Elsevier Inc. All rights reserved.	[Engell, Andrew D.; McCarthy, Gregory] Yale Univ, Dept Psychol, Human Neurosci Lab, New Haven, CT 06520 USA; [Huettel, Scott] Duke Univ, Ctr Interdisciplinary Decis Sci, Psychol & Neurosci Dept, Durham, NC USA		McCarthy, G (corresponding author), POB 208205, New Haven, CT 06520 USA.	gregory.mccarthy@yale.edu	Engell, Andrew/V-6521-2019	Engell, Andrew/0000-0002-4852-4909	National Institute of Neurological Disorders and Stroke [NS-41328]; National Institute of Mental Health [MH-05286]; NATIONAL INSTITUTE OF MENTAL HEALTH [R01MH005286] Funding Source: NIH RePORTER; NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE [P01NS041328] Funding Source: NIH RePORTER	National Institute of Neurological Disorders and Stroke(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Neurological Disorders & Stroke (NINDS)); National Institute of Mental Health(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Mental Health (NIMH)); NATIONAL INSTITUTE OF MENTAL HEALTH(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Mental Health (NIMH)); NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE(United States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Institute of Neurological Disorders & Stroke (NINDS))	We thank Dr. Dennis D. Spencer, Dr. Truett Allison, and Mr. Joseph Jasiorkowski for assistance in data acquisition and analysis. This research was supported by National Institute of Neurological Disorders and Stroke grant NS-41328 and by National Institute of Mental Health grant MH-05286.		31	44	46	2	16	ACADEMIC PRESS INC ELSEVIER SCIENCE	SAN DIEGO	525 B ST, STE 1900, SAN DIEGO, CA 92101-4495 USA	1053-8119	1095-9572		NEUROIMAGE	Neuroimage	FEB 1	2012	59	3					2600	2606		10.1016/j.neuroimage.2011.08.079	http://dx.doi.org/10.1016/j.neuroimage.2011.08.079			7	Neurosciences; Neuroimaging; Radiology, Nuclear Medicine & Medical Imaging	Science Citation Index Expanded (SCI-EXPANDED)	Neurosciences & Neurology; Radiology, Nuclear Medicine & Medical Imaging	881NS	21925278	Green Accepted, Green Published			2022-08-02	WOS:000299494000060
C	Tanskanen, JMA; Gao, XZ; Wang, J; Guo, P; Hyttinen, JAK; Dimitrov, VS			IEEE	Tanskanen, Jarno M. A.; Gao, X. Z.; Wang, Jing; Guo, Ping; Hyttinen, Jari A. K.; Dimitrov, Vassil S.			Experimental Comparison of Geometric, Arithmetic and Harmonic Means for EEG Event Related Potential Detection	PROCEEDINGS OF THE 2012 EIGHTH INTERNATIONAL CONFERENCE ON COMPUTATIONAL INTELLIGENCE AND SECURITY (CIS 2012)			English	Proceedings Paper	8th International Conference on Computational Intelligence and Security (CIS)	NOV 17-18, 2012	Guangzhou, PEOPLES R CHINA	Xidian Univ, Beijing Normal Univ, IEEE CPS		Electroencephalogram; EEG; medical signal detection; event related potential; ERP; averaging; ensemble averaging; arithmetic mean; geometric mean; harmonic mean	INDEPENDENT COMPONENT ANALYSIS; EXPRESSIONS; ANESTHESIA; FEARFUL; ERPS	In this paper, we experimentally evaluate three different averaging methods for processing of electroencephalogram (EEG) event related potentials (ERPs) measured from scalp in response to repeated stimulus. In ERP applications, arithmetic mean (AM) is normally employed in processing the ERPs prior to ERP detection, whereas also other averaging methods might have beneficial properties. Fast ERP detection is essential, for example, in brain computer interfaces and during spine surgery. Thus, it is of interest to search for methods to aid in detecting ERPs with as few stimulus repetitions as possible. Here, noise reduction properties of AM, geometric mean (GM), and harmonic mean (HM) are demonstrated with simulations, and ERP processing by the three methods is illustrated by processing real visual evoked potentials (VEPs).	[Tanskanen, Jarno M. A.; Hyttinen, Jari A. K.] Tampere Univ Technol, Dept Biomed Engn, FIN-33101 Tampere, Finland; [Gao, X. Z.] Shanghai Maritime Univ, Coll Informat Engn, Shanghai, Peoples R China; [Gao, X. Z.] Aalto Univ, Sch Elect Engn, Dept Automat & Syst Technol, Aalto, Finland; [Wang, Jing; Guo, Ping] Beijing Normal Univ, Lab Image Proc & Pattern Recognit, Beijing 100875, Peoples R China; [Wang, Jing] Peking Univ, Hlth Sci Ctr, ATIPS Lab, Beijing, Peoples R China; [Dimitrov, Vassil S.] Univ Calgary, ATIPS Lab, Calgary, AB, Canada		Tanskanen, JMA (corresponding author), Tampere Univ Technol, Dept Biomed Engn, FIN-33101 Tampere, Finland.	tanskanen@ieee.org; xiao-zhi.gao@aalto.fi; wang_jing@bjmu.edu.cn; pguo@ieee.org; jari.hyttinen@tut.fi; vdimitro@ucalgary.ca	GUO, Ping/AAG-2160-2019; Hyttinen, Jari A/G-4280-2014; Gao, Xiao-Zhi/Q-3038-2016	GUO, Ping/0000-0002-7122-1084; Hyttinen, Jari A/0000-0003-1850-3055; Gao, Xiao-Zhi/0000-0002-0078-5675; Tanskanen, Jarno/0000-0001-7183-318X	National Natural Science Foundation of China [60911130513]; Academy of Finland [135220, 135225]	National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Academy of Finland(Academy of Finland)	This work was supported by grants from a joint call by the National Natural Science Foundation of China and Academy of Finland P. Guo' work was funded by National Natural Science Foundation of China ( Project No. 60911130513), and J. M. A. Tanskanen's and X. Z. Gao's by Academy of Finland ( Grants 135220 and 135225, respectively). X. Z. Gao's research is also supported by the Program for Professor of Special Appointment ( Eastern Scholar) at Shanghai Institutions of Higher Learning.		17	2	2	0	5	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-0-7695-4896-8; 978-1-4673-4725-9				2012							112	116		10.1109/CIS.2012.33	http://dx.doi.org/10.1109/CIS.2012.33			5	Computer Science, Artificial Intelligence; Computer Science, Theory & Methods; Engineering, Electrical & Electronic	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science; Engineering	BEU99					2022-08-02	WOS:000318241200025
J	Crossley, NA; Constante, M; Fusar-Poli, P; Bramon, E				Crossley, Nicolas A.; Constante, Miguel; Fusar-Poli, Paolo; Bramon, Elvira			Neurophysiological Alterations in the Prepsychotic Phases	CURRENT PHARMACEUTICAL DESIGN			English	Review						Prodrome; psychosis; EEG; ERP	EVENT-RELATED POTENTIALS; SCHIZOTYPAL PERSONALITY-DISORDER; PSYCHOTIC BIPOLAR DISORDER; MISMATCH NEGATIVITY MMN; RISK MENTAL STATE; ULTRA-HIGH-RISK; P300 AMPLITUDE; AUDITORY P300; P50 SUPPRESSION; SCHIZOPHRENIA	Electroencephalography and Magnetoencephalography have provided valuable information about the brain functioning in psychosis. In the last few years, authors have demonstrated that there are neurophysiological alterations already in the prodromal period, before the development of psychosis. This makes them promising tools for predicting a future transition to psychosis. In this paper we review the latest studies using event-related potentials (ERP) in subjects clinically at high-risk of developing psychosis. We particularly focus in the P300, Mismatch-Negativity (MMN) and P50 paradigms, discussing the main findings, but also the limitations and challenges in electrophysiological studies in this population.	[Crossley, Nicolas A.; Constante, Miguel; Fusar-Poli, Paolo; Bramon, Elvira] Kings Coll London, Dept Psychosis Studies, Inst Psychiat, London SE5 8AF, England		Crossley, NA (corresponding author), Kings Coll London, Dept Psychosis Studies, Inst Psychiat, PO 67,De Crespigny Pk, London SE5 8AF, England.	nicolas.crossley@kcl.ac.uk	Bramon, Elvira/A-9463-2011; Fusar-Poli, Paolo/D-8605-2011	Fusar-Poli, Paolo/0000-0003-3582-6788; Crossley, Nicolas/0000-0002-3060-656X; Bramon, Elvira/0000-0003-1369-5983	National Institute for Health Research [PDA/02/06/016] Funding Source: researchfish; Department of Health [PDA/02/06/016] Funding Source: Medline; Medical Research Council [G0901310] Funding Source: Medline	National Institute for Health Research(National Institute for Health Research (NIHR)); Department of Health(European Commission); Medical Research Council(UK Research & Innovation (UKRI)Medical Research Council UK (MRC)European Commission)			61	5	5	0	7	BENTHAM SCIENCE PUBL LTD	SHARJAH	EXECUTIVE STE Y-2, PO BOX 7917, SAIF ZONE, 1200 BR SHARJAH, U ARAB EMIRATES	1381-6128	1873-4286		CURR PHARM DESIGN	Curr. Pharm. Design	FEB	2012	18	4					479	485						7	Pharmacology & Pharmacy	Science Citation Index Expanded (SCI-EXPANDED)	Pharmacology & Pharmacy	945ZA	22239578				2022-08-02	WOS:000304315500016
J	Hsu, YF; Waszak, F				Hsu, Yi-Fang; Waszak, Florian			Stimulus-classification traces are dominant in response learning	INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY			English	Article						Priming; Stimulus-response associations; Electroencephalography (EEG); Event-related potentials (ERPs)	TIME-COURSE; REPETITION; BINDINGS; BRAIN; POTENTIALS; PERCEPTION; COMPONENTS; AMNESIA	Priming can reflect the stimulus-driven retrieval of output-related memory traces, commonly referred to as stimulus-response associations. The purpose of the current study was to investigate which aspects of the output exactly are preserved in these traces using electroencephalography (EEG). We orthogonally manipulated the repetition of action and classification whilst participants performed one of the two semantic tasks according to the cue. We found no evidence of stimulus-action associations but significant effects relevant to the retrieval of stimulus-classification associations in participants' accuracy and RT. Event-related potential (ERP) and oscillatory analysis further revealed a classification-related modulation at around 200 ms after stimulus onset, which appeared much earlier than the one reported in previous studies. These classification effects possibly indicate the modification of memory traces which requires the dynamic interaction of temporal and frontal cortices. The finding of classification effects across behavioural and EEG data suggested that the formation of stimulus-classification traces is rather spontaneous and may be dominant in single trial stimulus-response binding. (C) 2012 Elsevier B.V. All rights reserved.	[Hsu, Yi-Fang] CNRS, UMR 8158, Lab Psychol Percept, Paris, France; Univ Paris 05, Paris, France		Hsu, YF (corresponding author), CNRS, UMR 8158, Lab Psychol Percept, Paris, France.	yi-fang.hsu@cantab.net; Florian.waszak@parisdescartes.fr			Agence National de la Recherche Scientifique [ANR-09-BLAN-0318]	Agence National de la Recherche Scientifique(French National Research Agency (ANR))	This research was supported by grant ANR-09-BLAN-0318 from the Agence National de la Recherche Scientifique. We thank Elizabeth A. Race for providing the stimuli.		36	16	16	0	2	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0167-8760	1872-7697		INT J PSYCHOPHYSIOL	Int. J. Psychophysiol.	DEC	2012	86	3					262	268		10.1016/j.ijpsycho.2012.10.002	http://dx.doi.org/10.1016/j.ijpsycho.2012.10.002			7	Psychology, Biological; Neurosciences; Physiology; Psychology; Psychology, Experimental	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Psychology; Neurosciences & Neurology; Physiology	056WI	23069272				2022-08-02	WOS:000312521700009
C	Meng, J; Merino, LM; Robbins, K; Huang, YF			IEEE	Meng, Jia; Merino, Lenis Mauricio; Robbins, Kay; Huang, Yufei			CLASSIFICATION OF EEG RECORDINGS WITHOUT PERFECTLY TIME-LOCKED EVENTS	2012 IEEE STATISTICAL SIGNAL PROCESSING WORKSHOP (SSP)			English	Proceedings Paper	IEEE Statistical Signal Processing Workshop (SSP)	AUG 05-08, 2012	Ann Arbor, MI	IEEE		Rapid serial visual presentation (RSVP); event; related potential (ERP); electroencephalography (EEG)		This paper considers the problem of classification of electroencephalography (EEG) recordings without the precise time locking between stimulus presentation times and the recorded EEG waveforms. Traditionally, time locking, or perfect timing, information between stimulus and EEG recordings have been crucial in locating the region of possible neural response. In reality, the stimulus' time information is usually unavailable and the latency of test subjects may not be constant (due to fatigue, concentration, interference, etc.). Therefore, new classification approaches that do not depend on stimulus' time information are needed. To tackle this problem, we firstly characterized the brain response pattern of the target event using the EEG data, in which the timing information is available. Then, based on the pattern, a sliding window was applied to the EEG recordings to detect possible target image response started from each individual location. Finally, the probability of a target image event appeared during an entire EEG recording epoch is estimated by summarizing all the possible locations. The results show that, for classification of EEG epochs of 5s, the approach we proposed can obtain a median area under ROC 0.96, a result that comparable to that with perfect stimulus time information.	[Meng, Jia; Merino, Lenis Mauricio; Huang, Yufei] Univ Texas San Antonio, Dept Elect & Comp Engn, San Antonio, TX 78249 USA; [Robbins, Kay] Univ Texas San Antonio, Dept Comp Sci, San Antonio, TX USA; [Huang, Yufei] Univ Texas Hlth Sci Ctr San Antonio, Dept Biostat, San Antonio, TX USA		Huang, YF (corresponding author), Univ Texas San Antonio, Dept Elect & Comp Engn, San Antonio, TX 78249 USA.	yufei.huang@utsa.edu	Huang, Yufei/AAU-2891-2021		Army Research Laboratory CANCTA	Army Research Laboratory CANCTA	This project was supported by the Army Research Laboratory CANCTA initiative.		4	1	1	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA			978-1-4673-0183-1				2012							444	447						4	Engineering, Electrical & Electronic	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BCE18					2022-08-02	WOS:000309943200112
