PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
C	Bai, Y; Wang, Y; Niu, ZK; Li, XL			IEEE	Bai, Yang; Wang, Yong; Niu, Zikang; Li, Xiaoli			Synchrosqueezing algorithm application in TMS-EEG analysis	2017 CHINESE AUTOMATION CONGRESS (CAC)	Chinese Automation Congress		English	Proceedings Paper	Chinese Automation Congress (CAC)	OCT 20-22, 2017	Jinan, PEOPLES R CHINA	IEEE, CAA, IEEE Syst Man & Cybernet Soc		Transcranial magnetic stimulation; Electroencephalography; Synchrosqueezing transform; Hilbert-Huang transform; Wavelet transform	TRANSCRANIAL MAGNETIC STIMULATION; GAMMA-OSCILLATIONS; SPECTRAL-ANALYSIS; CORTEX; MODEL; GENERATION; MODULATION; RESPONSES	Objective: In this study, we attempted to develop an accurate and effective rhythm analysis tool which gives spectrum of Transcranial magnetic stimulation (TMS) evoked Electroencephalography (EEG) oscillation with both high resolution in time and frequency domain for understanding the TMS induced EEG and relative neural mechanisms. Methods: We investigated the possibility of applying the synchrosqueezing transform spectrum for TMS evoked EEG analysis. Synchrosqueezing is a special case of reallocation method which aims to give a high resolution and readable time-frequency representation. In order to evaluate the performance of it, we compared it with the Hilbert-Huang transform (HHT) and Wavelet transform (WT). Simulated data based tests were applied to compare time and frequency resolution of spectrums from these methods. Then we used a modified neural mass model to simulate oscillations and the propagation evoked by TMS. The model could generate natural frequency of Brodmann Area 19, 7 and 6 evoked by TMS. Spectrums measured by the three algorithms were compared. Results: It showed that the synchrosqueezing outperforms than HHT and WT in detecting transient activity. Synchrosqueezing offers clearer instantaneous frequency information and it was more sensitive in detecting the TMS evoked oscillations. Conclusions: It suggests that synchroqueezing is a reliable analytical tool and it outperforms than HHT and WT in exploring the time-frequency features of TMS-evoked oscillations. Significance: It will contribute to investigating the TMS evoked oscillations and giving more details of the evoked activity.	[Bai, Yang; Wang, Yong] Univ Yanshan, Inst Elect Engn, Qinhuangdao, Peoples R China; [Niu, Zikang; Li, Xiaoli] Beijing Normal Univ, State Key Lab Cognit Neurosci & Learning, Beijing, Peoples R China; [Niu, Zikang; Li, Xiaoli] Beijing Normal Univ, IDG McGovern Inst Brain Res, Beijing, Peoples R China		Bai, Y (corresponding author), Univ Yanshan, Inst Elect Engn, Qinhuangdao, Peoples R China.	baiyang1126@gmail.com; wy599580@163.com; zikangniu0@gmail.com; xiaoli@bnu.edu.cn							37	0	0	0	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2688-092X	2688-0938	978-1-5386-3524-7	CHIN AUTOM CONGR			2017							994	999						6	Automation & Control Systems; Engineering, Electrical & Electronic	Conference Proceedings Citation Index - Science (CPCI-S)	Automation & Control Systems; Engineering	BJ7XU					2022-08-02	WOS:000427816101010
J	Muller, R; Papazoglou, A; Soos, J; Lundt, A; Wormuth, C; Henseler, C; Ehninger, D; Broich, K; Weiergraber, M				Mueller, Ralf; Papazoglou, Anna; Soos, Julien; Lundt, Andreas; Wormuth, Carola; Henseler, Christina; Ehninger, Dan; Broich, Karl; Weiergraeber, Marco			Automatic Detection of Highly Organized Theta Oscillations in the Murine EEG	JOVE-JOURNAL OF VISUALIZED EXPERIMENTS			English	Article						Behavior; Issue 121; electroencephalogram; hippocampus; mouse; oscillation; radiotelemetry; theta; time-frequency analysis	HIPPOCAMPAL THETA; MEDIAL SEPTUM; GABAERGIC NEURONS; RHYTHM HETEROGENEITY; ATROPINE; ACTIVATION; PATTERNS; URETHANE; NETWORK; MEMORY	Theta activity is generated in the septohippocampal system and can be recorded using deep intrahippocampal electrodes and implantable electroencephalography (EEG) radiotelemetry or tether system approaches. Pharmacologically, hippocampal theta is heterogeneous (see dualistic theory) and can be differentiated into type I and type II theta. These individual EEG subtypes are related to specific cognitive and behavioral states, such as arousal, exploration, learning and memory, higher integrative functions, etc. In neurodegenerative diseases such as Alzheimer's, structural and functional alterations of the septohippocampal system can result in impaired theta activity/oscillations. A standard quantitative analysis of the hippocampal EEG includes a Fast-Fourier-Transformation (FFT)-based frequency analysis. However, this procedure does not provide details about theta activity in general and highly-organized theta oscillations in particular. In order to obtain detailed information on highly-organized theta oscillations in the hippocampus, we have developed a new analytical approach. This approach allows for time-and cost-effective quantification of the duration of highly-organized theta oscillations and their frequency characteristics.	[Mueller, Ralf] Univ Cologne, Dept Psychiat & Psychotherapy, Cologne, Germany; [Papazoglou, Anna; Soos, Julien; Lundt, Andreas; Wormuth, Carola; Henseler, Christina; Weiergraeber, Marco] Fed Inst Drugs & Med Devices, Dept Neuropsychopharmacol, Cologne, Germany; [Ehninger, Dan] German Ctr Neurodegenerat Dis, Mol & Cellular Cognit Lab, Cologne, Germany; [Broich, Karl] Fed Inst Drugs & Med Devices, Cologne, Germany		Weiergraber, M (corresponding author), Fed Inst Drugs & Med Devices, Dept Neuropsychopharmacol, Cologne, Germany.	Marco.Weiergraeber@bfarm.de			Federal Institute for Drugs and Medical Devices (Bundesinstitut fur Arzneimittel und Medizinprodukte, BfArM), Bonn, Germany	Federal Institute for Drugs and Medical Devices (Bundesinstitut fur Arzneimittel und Medizinprodukte, BfArM), Bonn, Germany	The authors would like to thank Dr. Christina Ginkel (German Center for Neurodegenerative Diseases, DZNE) and Dr. Robert Stark (DZNE) for their assistance with animal breeding and animal healthcare. This work was financially supported by the Federal Institute for Drugs and Medical Devices (Bundesinstitut fur Arzneimittel und Medizinprodukte, BfArM), Bonn, Germany.		33	4	5	0	4	JOURNAL OF VISUALIZED EXPERIMENTS	CAMBRIDGE	1 ALEWIFE CENTER, STE 200, CAMBRIDGE, MA 02140 USA	1940-087X			JOVE-J VIS EXP	J. Vis. Exp.	MAR	2017		121							e55089	10.3791/55089	http://dx.doi.org/10.3791/55089			9	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED)	Science & Technology - Other Topics	EQ1RW	28362398	Green Published			2022-08-02	WOS:000397848300022
C	Patino, A; Fagg, AH; Kolobe, T; Miller, DP; Ding, L			IEEE	Patino, Alejandro; Fagg, Andrew H.; Kolobe, Thubi; Miller, David P.; Ding, Lei			Dynamic Spatio-spectral Patterns of Rhythmic EEG in Infants	2017 8TH INTERNATIONAL IEEE/EMBS CONFERENCE ON NEURAL ENGINEERING (NER)	International IEEE EMBS Conference on Neural Engineering		English	Proceedings Paper	8th International IEEE/EMBS Conference on Neural Engineering (NER)	MAY 25-28, 2017	Shanghai, PEOPLES R CHINA	IEEE, EMBS			ALPHA BAND; OSCILLATIONS	Electroencephalography has been studied to understand various brain functions. These functions can be related to their frequency and spatial patterns. These properties are relatively unknown in infants. The first year of life includes stages of significant growth neurologically and behaviorally. The present study is aimed to investigate infant brain development using high-density EEG(124 channel) collected on a weekly basis from 5 to 7 months of age. Spectral power and spatial topography of infant EEG were used to study the changing nature of infant brains during that time period. Data driven clustering analysis was used to blindly classify EEG spatial topographies as functions of frequency and time into different classes. Our results indicate that more differences in EEG spatial topographies are revealed in frequency domain than time domain (5-7 months). However, dynamic changes are further revealed in the spectral properties of classified spatial topographies, including shifts of frequency boundary and peak frequency, along the EEG spectrum (i.e., delta, theta, and alpha bands). These data provide insight on spectral structure of infant EEG and their dynamic patterns along maturation.	[Patino, Alejandro] Univ Oklahoma, Sch Elect & Comp Engn, Norman, OK 73019 USA; [Fagg, Andrew H.] Univ Oklahoma, Sch Comp Sci, Norman, OK 73019 USA; [Kolobe, Thubi] Univ Oklahoma, Hlth Sci Ctr, Dept Rehabil Sci, Oklahoma City, OK 73104 USA; [Miller, David P.] Univ Oklahoma, Sch Aerosp & Mech Engn, Norman, OK 73019 USA; [Ding, Lei] Univ Oklahoma, Stephenson Sch Biomed Engn, Norman, OK 73019 USA		Patino, A (corresponding author), Univ Oklahoma, Sch Elect & Comp Engn, Norman, OK 73019 USA.	ap@ou.edu; fagg@ou.edu; thubikolobe@ouhsc.edu; dpmiller@ou.edu; leiding@ou.edu			NSF Division of Information & Intelligent Systems award under the National Robotics Initiative [1208639]; NSF CAREER [ECCS-0955260]; NSF EPSCoR RII Track-2 [1539068]	NSF Division of Information & Intelligent Systems award under the National Robotics Initiative; NSF CAREER(National Science Foundation (NSF)NSF - Office of the Director (OD)); NSF EPSCoR RII Track-2	This work was supported in part by the NSF Division of Information & Intelligent Systems award #1208639 under the National Robotics Initiative, NSF CAREER ECCS-0955260, and NSF EPSCoR RII Track-2 #1539068.		18	0	0	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1948-3546		978-1-5090-4603-4	I IEEE EMBS C NEUR E			2017							621	624						4	Engineering, Biomedical; Neurosciences	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering; Neurosciences & Neurology	BJ8FD					2022-08-02	WOS:000428143200148
C	Cekirge, O; Kizilaslan, Z; Yalcin, O; Gelgec, C; Degirmenci, E; Comelekoglu, U			IEEE	Cekirge, Ozge; Kizilaslan, Zulal; Yalcin, Okan; Gelgec, Cansu; Degirmenci, Evren; Comelekoglu, Ulku			Analysis of Brain Wave Oscillations During Interictal Period in Epileptic Patients Using Wavelet Transform	2017 21ST NATIONAL BIOMEDICAL ENGINEERING MEETING (BIYOMUT)			Turkish	Proceedings Paper	21st National Biomedical Engineering Meeting (BIYOMUT)	NOV 24-DEC 26, 2017	Istanbul, TURKEY					Epilepsy is a disease caused by unexpected electrical activity in the brain which constitutes 0.6% of all diseases on earth. It is possible to examine this disease which is manifested in seizures by electroencephalography method. In this study, it was aimed to investigate EEG signals received from epileptic patients who have had seizures continuously during the day by applying wavelet transform. EEG records of 4 epileptic patients having 6 consecutive seizures were taken from the MIT EEG database. The signals were transferred to the time-frequency plane using Wavelet Transform (WT), where the energy values were investigated in delta, teta, alpha and beta sub-frequency bands. Then, the data was analyzed with statistical program and significant differences were observed. In conclusion, the method proposed in this study is thought to contribute to the diagnosis and treatment process by detecting brain oscillations between the seizures of epileptic.	[Cekirge, Ozge; Yalcin, Okan; Gelgec, Cansu; Degirmenci, Evren] Mersin Univ, Muhendislik Fak, Elekt Elekt Muhendisligi Bolumu, Mersin, Turkey; [Kizilaslan, Zulal] Mersin Univ, Makine Muhendisligi Bolumu, Muhendislik Fak, Mersin, Turkey; [Comelekoglu, Ulku] Mersin Univ, Biyofizik Anabilim Dali, Tip Fak, Mersin, Turkey		Degirmenci, E (corresponding author), Mersin Univ, Elekt Elekt Muh Bol, Mersin, Turkey.	ozgecekirge@gmail.com; zulalkizilaslan@hotmail.com; okanylcn@windowslive.com; cansu-eem@hotmail.com; evrendegirmenci@mersin.edu.tr; ucomelek@yahoo.com							11	0	0	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA							2017														4	Engineering, Biomedical	Conference Proceedings Citation Index - Science (CPCI-S)	Engineering	BL1HT					2022-08-02	WOS:000447671500064
J	Quitadamo, LR; Mai, R; Seri, S				Quitadamo, L. R.; Mai, R.; Seri, S.			IDENTIFICATION OF HIGH-FREQUENCY OSCILLATIONS (HFOS) IN PAEDIATRIC INTRACRANIAL EEG BY MEANS OF KURTOSIS-BASED TIME-FREQUENCY ANALYSIS	EPILEPSIA			English	Meeting Abstract	32nd International Epilepsy Congress	SEP 02-06, 2017	Barcelona, SPAIN						[Quitadamo, L. R.; Seri, S.] Aston Univ, Sch Life & Hlth Sci, Aston Brain Ctr, Birmingham, W Midlands, England; [Mai, R.] Osped Niguarda Ca Granda, Claudio Munari Epilepsy Surg Ctr, Milan, Italy; [Seri, S.] Birmingham Womens & Childrens NHS FT, Epilepsy Surg Programme, Birmingham, W Midlands, England										0	1	1	0	0	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0013-9580	1528-1167		EPILEPSIA	Epilepsia	DEC	2017	58			5	SI	p0527	S97	S98						2	Clinical Neurology	Science Citation Index Expanded (SCI-EXPANDED); Conference Proceedings Citation Index - Science (CPCI-S)	Neurosciences & Neurology	FP4DG					2022-08-02	WOS:000417566600285
J	Foley, E; Quitadamo, L; Hillebrand, A; Bill, P; Seri, S				Foley, E.; Quitadamo, L.; Hillebrand, A.; Bill, P.; Seri, S.			HIGH FREQUENCY OSCILLATIONS DETECTED BY AUTOMATIC KURTOSIS-BASED TIME-FREQUENCY ANALYSIS IN MEG AND INTRACRANIAL EEG IN PAEDIATRIC EPILEPSY	EPILEPSIA			English	Meeting Abstract	32nd International Epilepsy Congress	SEP 02-06, 2017	Barcelona, SPAIN						[Foley, E.; Quitadamo, L.; Seri, S.] Aston Univ, Sch Life & Hlth Sci, Aston Brain Ctr, Birmingham, W Midlands, England; [Hillebrand, A.] Vrije Univ Amsterdam, Med Ctr, Dept Clin Neurophysiol, Amsterdam, Netherlands; [Hillebrand, A.] Vrije Univ Amsterdam, Med Ctr, Magnetoencephalog Ctr, Amsterdam, Netherlands; [Bill, P.; Seri, S.] Birmingham Childrens Hosp NHS Fdn Trust, Dept Neurophysiol, Birmingham, W Midlands, England										0	1	1	0	0	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0013-9580	1528-1167		EPILEPSIA	Epilepsia	DEC	2017	58			5	SI	p0852	S152	S152						1	Clinical Neurology	Science Citation Index Expanded (SCI-EXPANDED); Conference Proceedings Citation Index - Science (CPCI-S)	Neurosciences & Neurology	FP4DG					2022-08-02	WOS:000417566600461
C	Robinson, N; Thomas, KP; Vinod, AP			IEEE	Robinson, Neethu; Thomas, K. P.; Vinod, A. P.			Canonical Correlation Analysis of EEG for Classification of Motor Imagery	2017 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN, AND CYBERNETICS (SMC)	IEEE International Conference on Systems Man and Cybernetics Conference Proceedings		English	Proceedings Paper	IEEE International Conference on Systems, Man, and Cybernetics (SMC)	OCT 05-08, 2017	Banff, CANADA	IEEE		Electroencephalography; Brain Computer Interface; Canonical Correlation Analysis	BRAIN-COMPUTER INTERFACE; MU-RHYTHM; COMMUNICATION; TASKS	The performance of classification of various mental states using Electroencephalography (EEG) is often limited by the lack of information regarding the most discriminative channels and frequency bands. The paper proposes a Canonical Correlation Analysis (CCA) of EEG recorded during bilateral imagined hand movement. CCA determines linear transformation of EEG that is maximally correlated with a transformed version of neural response to imagined movement. In the proposed method, the linear weights are identified for the spatial and spectral components of EEG signal. The study investigates how the CCA-based transformation of the signal improves discrimination between two movement classes. Further, two parallel CCA blocks, determine two transformations of EEG, one that maximizes correlation with the corresponding class, and other that minimizes the correlation with the mismatched class. Features derived using this approach are used for single-trial classification of bilateral imagined hand movement. Time-frequency patterns of EEG derived from the proposed approach illustrate their discriminative ability in mu and beta bands. An average classification accuracy of 61.12% (109 subjects) and 73.34% (Best 40 subjects) are obtained. The results indicate the scope of CCA to obtain time-frequency representations of EEG and for single-trial classification of motor imagery (MI).	[Robinson, Neethu; Thomas, K. P.; Vinod, A. P.] Nanyang Technol Univ, Sch Comp Sci & Engn, Singapore 639798, Singapore		Robinson, N (corresponding author), Nanyang Technol Univ, Sch Comp Sci & Engn, Singapore 639798, Singapore.	nrobinson@ntu.edu.sg; ptkavitha@ntu.edu.sg; asvinod@ntu.edu.sg			Ministry of Education, Singapore, AcRF Tier 2 these motor tasks [MOE2015-T2-2-011]	Ministry of Education, Singapore, AcRF Tier 2 these motor tasks	Research supported by Ministry of Education, Singapore, AcRF Tier 2 these motor tasks. Due grant MOE2015-T2-2-011.		17	1	1	1	2	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	1062-922X		978-1-5386-1645-1	IEEE SYS MAN CYBERN			2017							2317	2321						5	Computer Science, Artificial Intelligence; Computer Science, Cybernetics	Conference Proceedings Citation Index - Science (CPCI-S)	Computer Science	BJ7RJ					2022-08-02	WOS:000427598702062
J	Gao, F; Wu, XC; Feng, Y; Jia, HB				Gao, Fei; Wu, Xiangci; Feng, Yi; Jia, Huibin			Attenuation of temporal correlations of neuronal oscillations in patients with mild spastic diplegia	SCIENTIFIC REPORTS			English	Article							SPATIAL COMPLEXITY; THETA-OSCILLATIONS; SCALING BEHAVIOR; FREQUENCY BAND; CEREBRAL-PALSY; BRAIN ACTIVITY; DYNAMICS; CHILDREN; ALPHA; CONNECTIVITY	The aim of this study was to investigate the temporal correlations of neuronal oscillations in patients with mild spastic diplegia (MSD). Resting-state electroencephalography (EEG) was recorded from 15 male adolescent and young adult patients with MSD and 15 healthy controls. We characterized the temporal correlations of neuronal oscillations, both on long temporal scale (i.e., > 1 second) and short-to-intermediate temporal scale (i.e., <approximate to 1 second) using detrended fluctuation analysis (DFA) and an analysis of the life-and waiting-time statistics of oscillation bursts respectively. The DFA exponents at alpha and beta bands, the life-time biomarker of alpha oscillation, and the life-and waiting-time biomarkers of beta oscillation were significantly attenuated in the patients compared with controls. Moreover, altered scalp distributions of some temporal correlation measures were found at alpha and beta bands in these patients. All these findings suggest that MSD is associated with highly volatile neuronal states of alpha and beta oscillations on short-to-intermediate and much longer time scales, which may be related to cognitive dysfunction in patients with MSD.	[Gao, Fei; Feng, Yi] Peking Univ, Peoples Hosp, Dept Pain Med, Beijing, Peoples R China; [Wu, Xiangci] Henan Univ, Inst Behav Psychol, Kaifeng, Henan, Peoples R China; [Jia, Huibin] Southeast Univ, Sch Biol Sci & Med Engn, Minist Educ, Key Lab Child Dev & Learning Sci, Nanjing, Jiangsu, Peoples R China		Feng, Y (corresponding author), Peking Univ, Peoples Hosp, Dept Pain Med, Beijing, Peoples R China.; Jia, HB (corresponding author), Southeast Univ, Sch Biol Sci & Med Engn, Minist Educ, Key Lab Child Dev & Learning Sci, Nanjing, Jiangsu, Peoples R China.	doctor_yifeng@sina.com; huibin_jia@foxmail.com			National Natural Science Foundation of China [31671141]	National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC))	Fei Gao is partially supported by the National Natural Science Foundation of China (31671141).		52	5	5	0	4	NATURE PUBLISHING GROUP	LONDON	MACMILLAN BUILDING, 4 CRINAN ST, LONDON N1 9XW, ENGLAND	2045-2322			SCI REP-UK	Sci Rep	NOV 2	2017	7								14966	10.1038/s41598-017-14879-8	http://dx.doi.org/10.1038/s41598-017-14879-8			11	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Science & Technology - Other Topics	FL5GR	29097718	gold, Green Published			2022-08-02	WOS:000414261500083
J	Saleh, M; Karfoul, A; Kachenoura, A; Merlet, I; Albera, L				Saleh, Majd; Karfoul, Ahmad; Kachenoura, Amar; Merlet, Isabelle; Albera, Laurent			Efficient Stepsize Selection Strategy for Givens Parametrized ICA Applied to EEG Denoising	IEEE SIGNAL PROCESSING LETTERS			English	Article						BSS; deflation optimization procedure; electroencephalography (EEG) denoising; independent component analysis (ICA)	BLIND SOURCE SEPARATION; ALGORITHM	In this letter, an efficient stepsize selection strategy for Givens parametrization-based independent component analysis (ICA) approaches is presented. The method is an extension of the pioneering deflationary ICA algorithm introduced by Delfosse and Loubaton (DelL(R)). The methodology underlying the computation of such a stepsize is based on sampling the contrast function using the information carried by its frequency components. Epileptic ElectroEncephaloGraphy (EEG)-based simulations show that the proposed approach stands for the best extraction accuracy/numerical complexity tradeoff with 15 times faster execution time. This is compared to a deterministic implementation of the DelLR technique and its recently proposed Jacobi-based variant, namely the JDICA method.	[Saleh, Majd] AL Baath Univ, Fac Mech & Elect Engn, Homs, Syria; [Karfoul, Ahmad; Kachenoura, Amar; Merlet, Isabelle; Albera, Laurent] INSERM, UMR 642, F-35042 Rennes, France; [Karfoul, Ahmad; Kachenoura, Amar; Merlet, Isabelle; Albera, Laurent] Univ Rennes 1, LTSI, F-35042 Rennes, France		Karfoul, A (corresponding author), INSERM, UMR 642, F-35042 Rennes, France.	majdsaleh84@gmail.com; ahmad.karfoul@univ-rennes1.fr; amar.kachenoura@univ-rennes1.fr; isabelle.merlet@univ-rennes1.fr; laurent.albera@univ-rennes1.fr	Merlet, Isabelle/M-6572-2016; KACHENOURA, Amar/AAR-2592-2020; Merlet, Isabelle/O-3752-2019; Karfoul, Ahmad/AAQ-7006-2020; Albera, Laurent/AAR-1850-2020	Merlet, Isabelle/0000-0003-2590-6848; Merlet, Isabelle/0000-0003-2590-6848; Saleh, Majd/0000-0003-1800-0028					17	3	3	1	8	IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC	PISCATAWAY	445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA	1070-9908	1558-2361		IEEE SIGNAL PROC LET	IEEE Signal Process. Lett.	JUN	2017	24	6					882	886		10.1109/LSP.2017.2696359	http://dx.doi.org/10.1109/LSP.2017.2696359			5	Engineering, Electrical & Electronic	Science Citation Index Expanded (SCI-EXPANDED)	Engineering	EU5RY					2022-08-02	WOS:000401092400032
C	Manshouri, N; Maleki, M; Kayikcioglu, T			IEEE	Manshouri, Negin; Maleki, Masoud; Kayikcioglu, Temel			Frequency Analysis of EEG Signal During Watching 2D & 3D Movies Based on PLSR Classifier: a Comparison of Methods	2017 25TH SIGNAL PROCESSING AND COMMUNICATIONS APPLICATIONS CONFERENCE (SIU)	Signal Processing and Communications Applications Conference		English	Proceedings Paper	25th Signal Processing and Communications Applications Conference (SIU)	MAY 15-18, 2017	Antalya, TURKEY	Turk Telekom, Arcelik A S, Aselsan, ARGENIT, HAVELSAN, NETAS, Adresgezgini, IEEE Turkey Sect, AVCR Informat Technologies, Cisco, i2i Syst, Integrated Syst & Syst Design, ENOVAS, FiGES Engn, MS Spektral, Istanbul Teknik Univ		EEG; 2D and 3D movies; Discrete Wavelet Transform; Fast Fourier Transform; Discrete Wigner-Ville Distribution; Partial Least Squares Regression		the method of time-frequency analysis are the ways that mainly are used to analyze electroencephalography (EEG) signals. In our previous studies, we proved that watching 2D and 3D of a movie causes different effects in EEG signals. In this paper, we used dataset of previous study and mean of five EEG frequency bands as features. To obtain these frequency bands, a frequency analysis and two time-frequency analysis are used. Aim of this paper is that which one of these methods can be provide better features. These methods are Fast Fourier Transform (FFT), Discrete Wavelet Transform (DWT) and Wigner-Ville Distribution (WVD). To compare these methods Partial Least Squares Regression (PLSR) as a powerful classifier was implemented. The results show that PLSR could be classified Wigner-Ville Distribution's features better than other method's features.	[Manshouri, Negin; Maleki, Masoud; Kayikcioglu, Temel] Karadeniz Tech Univ, Dept Elect & Elect Engn, Trabzon, Turkey		Manshouri, N (corresponding author), Karadeniz Tech Univ, Dept Elect & Elect Engn, Trabzon, Turkey.	n_manshoori90@yahoo.com; masoud.maleki1361@yahoo.com; tkayikci@ktu.edu.tr	MALEKI, MASOUD/AAB-7552-2019; Melek, Negin/ABF-6794-2021; Kayikcioglu, Temel/ABB-6149-2020	MALEKI, MASOUD/0000-0002-7152-7788; Melek, Negin/0000-0001-5297-5545; 					19	0	0	0	1	IEEE	NEW YORK	345 E 47TH ST, NEW YORK, NY 10017 USA	2165-0608		978-1-5090-6494-6	SIG PROCESS COMMUN			2017														4	Acoustics; Computer Science, Artificial Intelligence; Engineering, Electrical & Electronic; Telecommunications	Conference Proceedings Citation Index - Science (CPCI-S)	Acoustics; Computer Science; Engineering; Telecommunications	BI6YK					2022-08-02	WOS:000413813100299
